,condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,gsea_enrichment,rank,leading_edge,core_enrichment
871,"I (D26, moderate)",Effector CD4+ memory T (Tem) cell,Effector CD4+ memory T (Tem) cell...871,Effector CD4+ memory T (Tem) cell,1,-0.9776030498,-1.293106558,0.06485355649,0.1920663019,0.1404722782,CellMarker,96,"tags=100%, list=2%, signal=98%",
872,"I (D26, moderate)",Naive CD8 T cell,Naive CD8 T cell...872,Naive CD8 T cell,1,-0.9776030498,-1.293106558,0.06485355649,0.1920663019,0.1404722782,CellMarker,96,"tags=100%, list=2%, signal=98%",
873,"I (D26, moderate)",CD8+Â intraepithelial cell,CD8+Â intraepithelial cell...873,CD8+Â intraepithelial cell,3,-0.7667201184,-1.500297248,0.06818181818,0.1962813015,0.1435550189,CellMarker,218,"tags=100%, list=5%, signal=95%",KLRC2/KLRC3
874,"I (D26, moderate)",Immunosuppressive neutrophil,Immunosuppressive neutrophil...874,Immunosuppressive neutrophil,2,0.8422306959,1.34583173,0.06882591093,0.1962813015,0.1435550189,CellMarker,664,"tags=100%, list=16%, signal=84%",ARG1/ANXA1
875,"I (D26, moderate)",Effector CD4+ T cell,Effector CD4+ T cell...875,Effector CD4+ T cell,4,-0.7038682706,-1.523407741,0.07096774194,0.1987096774,0.1453310696,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3D/PRF1/CD3E
876,"I (D26, moderate)",M2c macrophage,M2c macrophage...876,M2c macrophage,1,0.9644984513,1.283696282,0.07442748092,0.2046755725,0.1496943695,CellMarker,150,"tags=100%, list=4%, signal=96%",CD163
877,"I (D26, moderate)",T helper 1(Th1) cell,T helper 1(Th1) cell...877,T helper 1(Th1) cell,4,-0.6833571769,-1.479014833,0.08172043011,0.206310594,0.1508901816,CellMarker,1333,"tags=100%, list=32%, signal=68%",CCR4/CCR6/CXCR5
878,"I (D26, moderate)",T helper 17(Th17) cell,T helper 17(Th17) cell...878,T helper 17(Th17) cell,4,-0.6833571769,-1.479014833,0.08172043011,0.206310594,0.1508901816,CellMarker,1333,"tags=100%, list=32%, signal=68%",CCR4/CCR6/RORC
879,"I (D26, moderate)",T helper 2(Th2) cell,T helper 2(Th2) cell...879,T helper 2(Th2) cell,4,-0.6833571769,-1.479014833,0.08172043011,0.206310594,0.1508901816,CellMarker,1333,"tags=100%, list=32%, signal=68%",CCR4/CCR6/GATA3
880,"I (D26, moderate)",Pan-B cell,Pan-B cell...880,Pan-B cell,2,-0.8248331745,-1.387270134,0.07874015748,0.206310594,0.1508901816,CellMarker,738,"tags=100%, list=18%, signal=82%",CXCR5
881,"I (D26, moderate)",Conventional dendritic cell 2-B (cDC2-B),Conventional dendritic cell 2-B (cDC2-B)...881,Conventional dendritic cell 2-B (cDC2-B),2,0.8331744519,1.331360421,0.08097165992,0.206310594,0.1508901816,CellMarker,702,"tags=100%, list=17%, signal=83%",CD163/CD36
882,"I (D26, moderate)",CD14+CD16+ monocyte,CD14+CD16+ monocyte...882,CD14+CD16+ monocyte,1,0.9561591613,1.272597129,0.09541984733,0.2370105885,0.1733433559,CellMarker,185,"tags=100%, list=4%, signal=96%",S100A12
883,"I (D26, severe)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...883,CELLULAR ADAPTIVE IMMUNE SYSTEM,104,-0.3001134454,-1.59581905,0.01691093778,0.1065268966,0.08009541094,ImmuneGO,1705,"tags=44%, list=28%, signal=33%",ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/MEN1/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CACNB4/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/RORC/TCF7/PRF1/CD7/LFNG/ZAP70/GPR15/CCR7/ZNF683/ZFPM1/FCER1A/GZMM/EPHB3
884,"I (D26, severe)",BCR REPERTOIRE,BCR REPERTOIRE...884,BCR REPERTOIRE,2,0.9274840889,1.550957595,0.008442019654,0.1065268966,0.08009541094,ImmuneGO,36,"tags=50%, list=1%, signal=50%",IGLL5
885,"I (D26, severe)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...885,HUMORAL ADAPTIVE IMMUNE SYSTEM,32,-0.380282153,-1.531136184,0.02930296203,0.1065268966,0.08009541094,ImmuneGO,1051,"tags=38%, list=17%, signal=31%",LRRC8A/CD27/CD81/CACNB4/ZP3/SRC/IL2RB/CD40LG/PRF1/LFNG/CD6/FCER1A
886,"I (D26, severe)",T CELLS,T CELLS...886,T CELLS,95,-0.2816336595,-1.468591051,0.03043625616,0.1065268966,0.08009541094,ImmuneGO,1752,"tags=45%, list=28%, signal=33%",PPP2R1A/ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/TCF7/PRF1/CD7/LFNG/CD6/ZAP70/GPR15/CCR7/ZNF683/FCER1A/GZMM
887,"I (D26, severe)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...887,INNATE IMMUNE SYSTEM,162,0.2380975889,1.374727578,0.05293005671,0.1482041588,0.1114316983,ImmuneGO,645,"tags=18%, list=10%, signal=16%",CD177/CH25H/CRISP3/LCN2/BPI/DEFA4/NFKBIA/S100A12/CLNK/PPARG/RNASE3/TARM1/CXCL2/ANXA3/VNN1/IFI27/IL18RAP/FLT1/CCL20/CAMP/IL12B/TNFAIP3/CTSG/RNASE2/FCGR1A/PTX3/IL10/CXCL3/JMJD6
888,"I (D26, severe)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...888,ADAPTIVE IMMUNE SYSTEM,151,-0.2300462411,-1.316548049,0.06458333333,0.1506944444,0.1133040936,ImmuneGO,1008,"tags=26%, list=16%, signal=23%",TESPA1/CSK/SPNS2/CORO1A/MEN1/LILRB1/EOMES/CD27/CD1C/DTX1/CD81/EFNB1/CACNB4/ZP3/CD247/CD3G/SPN/HLA-DPA1/IL7R/SRC/IL2RB/S1PR1/CD40LG/RORC/TCF7/PRF1/CD7/LFNG/CD6/ZAP70/GPR15/CX3CR1/CCR7/AXL/ZNF683/ZFPM1/CLEC10A/FCER1A/GZMM/EPHB3
889,"I (D26, severe)",Neutrophil,Neutrophil...889,Neutrophil,20,0.7597843021,2.722007592,3.67E-08,3.14E-06,2.45E-06,CellMarker,565,"tags=60%, list=9%, signal=55%",MMP8/LTF/CEACAM8/CD177/LCN2/DEFA4/MPO/S100A8/CAMP/CTSG/S100A9/TLR2
890,"I (D26, severe)",Naive CD8+ T cell,Naive CD8+ T cell...890,Naive CD8+ T cell,67,-0.5273988291,-2.546995878,3.52E-08,3.14E-06,2.45E-06,CellMarker,1923,"tags=72%, list=31%, signal=50%",OXNAD1/APEX1/TXK/TPCN1/GIMAP2/SH3YL1/THEM4/PRKCQ-AS1/LMO7/RPS8/GLTSCR2/ABLIM1/MYC/NT5E/TRAP1/SNED1/CD3E/PLEKHB1/PASK/RCAN3/LDLRAP1/CAMK4/THAP7/EEF2/TSHZ2/TRMT1/NOSIP/CD27/LEF1/EPHX2/GCSAM/TRABD2A/IL7R/NELL2/S1PR1/CA6/FAM102A/TCF7/LINC01550/CD4/STMN3/CCR7/APBA2/TMEM204/LEF1-AS1/LRRN3/NOG/CD248
891,"I (D26, severe)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...891,CD8+ recently activated effector memory or effector T cell (CTL),10,-0.7999350438,-2.299401413,2.64E-05,0.001506680202,0.001177890955,CellMarker,1243,"tags=100%, list=20%, signal=80%",CD3E/KLRG1/EOMES/TBX21/FGFBP2/S1PR1/PRF1/CD4/CX3CR1
892,"I (D26, severe)",Naive CD4+ T cell,Naive CD4+ T cell...892,Naive CD4+ T cell,30,-0.5885158881,-2.350258896,4.34E-05,0.001855951769,0.001450944134,CellMarker,1838,"tags=77%, list=30%, signal=54%",TXK/RPS5/PRKCA/ABLIM1/MYC/CD3E/LDLRAP1/TESPA1/TSHZ2/NOSIP/CD27/LEF1/FHIT/TRABD2A/IL7R/NELL2/S1PR1/TCF7/GIMAP8/CD4/CCR7/TMEM204/LRRN3
893,"I (D26, severe)",Neutrophil progenitor cell,Neutrophil progenitor cell...893,Neutrophil progenitor cell,4,0.9406229721,1.93772656,5.97E-05,0.002041301044,0.001595846307,CellMarker,370,"tags=100%, list=6%, signal=94%",LTF/LCN2/MPO/CAMP
894,"I (D26, severe)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...894,CD4+ recently activated effector memory or effector T cell (CTL),11,-0.7641708624,-2.228523573,8.63E-05,0.002459663899,0.001922913606,CellMarker,1464,"tags=100%, list=24%, signal=76%",S1PR5/CD3E/KLRG1/TBX21/CTSW/NKG7/S1PR1/PRF1/CD4/CX3CR1
895,"I (D26, severe)",Granulocyte-monocyte progenitor,Granulocyte-monocyte progenitor...895,Granulocyte-monocyte progenitor,53,0.4579090749,2.130117978,0.0001665839681,0.004069408363,0.003181378037,CellMarker,1371,"tags=66%, list=22%, signal=52%",RMI2/RNASE3/MPO/KIAA0101/CLSPN/ASPM/MS4A3/SHCBP1/TTK/CTSG/SKA3/MCM10/CDKN3/CLEC12A/SUCNR1/AREG/RNASE2/UBE2J1/M1AP/RAD51AP1/NUF2/CRNDE/CST7/PYGL/AP3S1/MUC1/SDC4/PLEK/MCM4/LDHA/SMIM24/FNDC3B/SERPINB1/ANXA1/MAP3K8
896,"I (D26, severe)",Effector CD8 T cell,Effector CD8 T cell...896,Effector CD8 T cell,4,-0.899091499,-1.821488537,0.0004153849991,0.008878854356,0.006941301959,CellMarker,627,"tags=100%, list=10%, signal=90%",GZMB/FGFBP2/CX3CR1
897,"I (D26, severe)",Natural killer cell,Natural killer cell...897,Natural killer cell,37,-0.4793894911,-2.052772788,0.001066267551,0.01823317512,0.01425431358,CellMarker,1563,"tags=70%, list=25%, signal=53%",CD96/GNLY/CD79B/CD14/CD2/CD3E/NCR3/CD27/PRSS23/TBX21/XCL2/NCAM1/CD247/CD3G/NKG7/SPON2/GZMB/IL7R/FGFBP2/IL2RB/KIR2DL1/CD7/CD4/CX3CR1/KIR3DL1/ZNF683
898,"I (D26, severe)",Effector CD8+ memory T (Tem) cell,Effector CD8+ memory T (Tem) cell...898,Effector CD8+ memory T (Tem) cell,32,-0.489394453,-1.999133571,0.001052225,0.01823317512,0.01425431358,CellMarker,1524,"tags=56%, list=25%, signal=43%",FLNA/GNLY/MYO1G/S1PR5/FCRL6/TGFBR3/LILRB1/PRSS23/TBX21/C1orf21/SPON2/GZMB/FGFBP2/LLGL2/TTC16/CX3CR1/ADGRG1/OSBPL5
899,"I (D26, severe)",CD4+ cytotoxic T1 cell,CD4+ cytotoxic T1 cell...899,CD4+ cytotoxic T1 cell,6,-0.8086660175,-1.922055402,0.001300749218,0.02022073784,0.01580814839,CellMarker,1186,"tags=100%, list=19%, signal=81%",CD27/NKG7/GZMB/PRF1/CD4
900,"I (D26, severe)",Myeloid dendritic cell,Myeloid dendritic cell...900,Myeloid dendritic cell,9,-0.6950962274,-1.907300792,0.001524923141,0.02173015476,0.01698817885,CellMarker,1250,"tags=78%, list=20%, signal=62%",CD40/CD1C/CD4/CD209/CLEC10A/FCER1A/CD207
901,"I (D26, severe)",CD4+ cytotoxic T2 cell,CD4+ cytotoxic T2 cell...901,CD4+ cytotoxic T2 cell,5,-0.8085348045,-1.796085841,0.002094787999,0.02558633913,0.02000286285,CellMarker,1186,"tags=100%, list=19%, signal=81%",CD27/NKG7/GZMB/CD4
902,"I (D26, severe)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...902,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),5,-0.8085348045,-1.796085841,0.002094787999,0.02558633913,0.02000286285,CellMarker,1186,"tags=100%, list=19%, signal=81%",NCR3/SLC4A10/RORC/CD4
903,"I (D26, severe)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...903,Natural killer T(NKT) cell,5,-0.7963654065,-1.769052641,0.002539688129,0.02895244467,0.0226344135,CellMarker,1261,"tags=100%, list=20%, signal=80%",CD3E/NCR3/NCAM1/NKG7
904,"I (D26, severe)",Cytotoxic CD4+ T2 cell,Cytotoxic CD4+ T2 cell...904,Cytotoxic CD4+ T2 cell,3,-0.898945661,-1.71530636,0.003210141814,0.03229025001,0.02524383965,CellMarker,627,"tags=100%, list=10%, signal=90%",GZMB/PRF1
905,"I (D26, severe)",Terminal effector CD8+ T cell,Terminal effector CD8+ T cell...905,Terminal effector CD8+ T cell,3,-0.898945661,-1.71530636,0.003210141814,0.03229025001,0.02524383965,CellMarker,627,"tags=100%, list=10%, signal=90%",GZMB/PRF1
906,"I (D26, severe)",Regulatory T(Treg) cell,Regulatory T(Treg) cell...906,Regulatory T(Treg) cell,15,-0.6084942727,-1.952929878,0.003733124059,0.03365875594,0.02631370886,CellMarker,1477,"tags=73%, list=24%, signal=56%",CCR4/CDC25B/CD3E/IKZF2/TIGIT/CD27/S1PR4/CD4/CORO1B/CCR7/IL4I1
907,"I (D26, severe)",Plasmacytoid dendritic cell,Plasmacytoid dendritic cell...907,Plasmacytoid dendritic cell,128,-0.2953095034,-1.670198906,0.003739861771,0.03365875594,0.02631370886,CellMarker,929,"tags=25%, list=15%, signal=22%",TGFBI/CXCR3/SERPINF1/TBC1D4/CCS/PTPRS/ATP13A2/PTK7/PACSIN1/IRF7/VIPR2/PLXNA4/SPNS3/SPON2/GZMB/TP53I13/TMIGD2/PARP10/ARHGEF4/CMKLR1/CD4/LTB/LIME1/TNFRSF21/PTPRCAP/NRP1/PLD4/CUX2/LRRC36/P2RY6/CLIC3/KRT5
908,"I (D26, severe)",CD4+ T cell,CD4+ T cell...908,CD4+ T cell,29,-0.4845681919,-1.911600054,0.004750996267,0.04062101808,0.03175665926,CellMarker,1413,"tags=59%, list=23%, signal=45%",MYO1G/ZNRF3/CD3E/IKZF2/TIGIT/TNFSF13/ALDH1A1/CD27/CD3G/IRF7/IL7R/FAM102A/TCF7/CD4/LTB/CCR7/LRRN3
909,"I (D26, severe)",AXL+SIGLEC6+ dendritic cell,AXL+SIGLEC6+ dendritic cell...909,AXL+SIGLEC6+ dendritic cell,28,-0.4798017776,-1.871807632,0.006358445052,0.04727365669,0.03695755247,CellMarker,939,"tags=43%, list=15%, signal=36%",CD300LB/CTSW/BIN1/CDH1/CD5/GPR146/CX3CR1/LTK/AXL/UPK3A/PTGDS/SLC4A3
910,"I (D26, severe)",Effector CD4+ T cell,Effector CD4+ T cell...910,Effector CD4+ T cell,5,-0.7634269025,-1.695882778,0.006147689063,0.04727365669,0.03695755247,CellMarker,1464,"tags=100%, list=24%, signal=76%",CD3E/GZMB/PRF1/CD4
911,"I (D26, severe)",Cytotoxic CD8+ T cell,Cytotoxic CD8+ T cell...911,Cytotoxic CD8+ T cell,5,-0.7634269025,-1.695882778,0.006147689063,0.04727365669,0.03695755247,CellMarker,1464,"tags=100%, list=24%, signal=76%",KLRG1/NKG7/GZMB/FGFBP2
912,"I (D26, severe)",Plasmacytoid dendritic cell(pDC),Plasmacytoid dendritic cell(pDC)...912,Plasmacytoid dendritic cell(pDC),11,-0.6161963526,-1.796990915,0.007548317011,0.04760001158,0.03721268987,CellMarker,1139,"tags=82%, list=18%, signal=67%",TLR7/MPEG1/CD27/SERPINF1/IRF7/GZMB/CD4/CCR7/GATA2
913,"I (D26, severe)",Classical monocyte,Classical monocyte...913,Classical monocyte,16,0.5393977475,1.789621483,0.008629241865,0.04760001158,0.03721268987,CellMarker,999,"tags=56%, list=16%, signal=47%",S100A12/S100A8/EPSTI1/S100A9/IFI44L/CD9/PLBD1/BASP1/ALOX5AP
914,"I (D26, severe)",Central memory CD8+ T cell,Central memory CD8+ T cell...914,Central memory CD8+ T cell,10,-0.6185541441,-1.778024708,0.007327605988,0.04760001158,0.03721268987,CellMarker,1479,"tags=80%, list=24%, signal=61%",MYC/RCAN3/TSHZ2/NOSIP/CD27/LEF1/TCF7/CCR7
915,"I (D26, severe)",T helper 2(Th2) cell,T helper 2(Th2) cell...915,T helper 2(Th2) cell,5,-0.7515820217,-1.669570463,0.008312343265,0.04760001158,0.03721268987,CellMarker,1537,"tags=100%, list=25%, signal=75%",CCR4/CXCR3/CD4/CCR3
916,"I (D26, severe)",Exhausted CD4+ T cell,Exhausted CD4+ T cell...916,Exhausted CD4+ T cell,4,-0.808403634,-1.637762068,0.007308564308,0.04760001158,0.03721268987,CellMarker,1186,"tags=100%, list=19%, signal=81%",TIGIT/PDCD1/CD4
917,"I (D26, severe)",Central memory T helper 1 cell,Central memory T helper 1 cell...917,Central memory T helper 1 cell,2,-0.9354524813,-1.532080925,0.008577362655,0.04760001158,0.03721268987,CellMarker,401,"tags=100%, list=7%, signal=94%",CCR7
918,"I (D26, severe)",FOXP3+ natural regulatory T (Treg) cell,FOXP3+ natural regulatory T (Treg) cell...918,FOXP3+ natural regulatory T (Treg) cell,2,-0.9354524813,-1.532080925,0.008577362655,0.04760001158,0.03721268987,CellMarker,401,"tags=100%, list=7%, signal=94%",CD6
919,"I (D26, severe)",Natural regulatory T (Treg) cell,Natural regulatory T (Treg) cell...919,Natural regulatory T (Treg) cell,2,-0.9354524813,-1.532080925,0.008577362655,0.04760001158,0.03721268987,CellMarker,401,"tags=100%, list=7%, signal=94%",CD6
920,"I (D26, severe)",Basophil,Basophil...920,Basophil,6,-0.7370360395,-1.751803674,0.00939559233,0.05020769651,0.03925132322,CellMarker,374,"tags=67%, list=6%, signal=63%",CCR3/CPA3/GATA2/MS4A2
921,"I (D26, severe)",CD4+ central memory like T (Tcm-like) cell,CD4+ central memory like T (Tcm-like) cell...921,CD4+ central memory like T (Tcm-like) cell,6,-0.7266635854,-1.727150195,0.01085224609,0.05623436612,0.04396284701,CellMarker,1186,"tags=83%, list=19%, signal=67%",CD3E/CD27/TCF7/CD4/CCR7
922,"I (D26, severe)",Transitional dendritic cell,Transitional dendritic cell...922,Transitional dendritic cell,2,-0.9232890042,-1.512159623,0.01156072766,0.05814365968,0.04545549264,CellMarker,476,"tags=100%, list=8%, signal=92%",CX3CR1
923,"I (D26, severe)",Central memory CD4+ T cell,Central memory CD4+ T cell...923,Central memory CD4+ T cell,11,-0.5674873309,-1.654942574,0.01547159309,0.07558978338,0.05909450593,CellMarker,973,"tags=73%, list=16%, signal=61%",MYC/TSHZ2/NOSIP/CD27/LEF1/TCF7/CD4/CCR7
924,"I (D26, severe)",B cell,B cell...924,B cell,30,0.4478336393,1.785495848,0.01710234483,0.07904056663,0.06179225584,CellMarker,820,"tags=43%, list=13%, signal=38%",CD24/NFKBIA/JCHAIN/TNFRSF17/CDC20/MKI67/CDK1/PMAIP1/IL10/BCL6/TCF4/YBX3/AIM2
925,"I (D26, severe)",T helper 17(Th17) cell,T helper 17(Th17) cell...925,T helper 17(Th17) cell,4,-0.7611940299,-1.542119129,0.01698010317,0.07904056663,0.06179225584,CellMarker,1477,"tags=100%, list=24%, signal=76%",CXCR3/RORC/CD4
926,"I (D26, severe)",Cytotoxic CD4+ T cell,Cytotoxic CD4+ T cell,Cytotoxic CD4+ T cell,2,-0.9060979565,-1.484004183,0.01873848305,0.08432317371,0.06592208717,CellMarker,582,"tags=100%, list=9%, signal=91%",PRF1
927,"I (D26, severe)",CD8+ T cell,CD8+ T cell...927,CD8+ T cell,20,-0.4655976422,-1.651241249,0.02009437848,0.08810612101,0.06887951596,CellMarker,1186,"tags=50%, list=19%, signal=41%",CD3E/CD27/PDCD1/CD3G/NKG7/FGFBP2/TCF7/PRF1/CD4/CCR7
928,"I (D26, severe)",Immature transitional B cell,Immature transitional B cell...928,Immature transitional B cell,1,0.9845954273,1.321077998,0.03543016274,0.1477697031,0.1155232521,CellMarker,96,"tags=100%, list=2%, signal=98%",CD24
929,"I (D26, severe)",Resting naive B cell,Resting naive B cell...929,Resting naive B cell,1,0.9845954273,1.321077998,0.03543016274,0.1477697031,0.1155232521,CellMarker,96,"tags=100%, list=2%, signal=98%",CD24
930,"I (D26, severe)",Activated CD4+ T cell,Activated CD4+ T cell...930,Activated CD4+ T cell,10,-0.5706001939,-1.64018179,0.04873294347,0.191258053,0.1495215311,CellMarker,1274,"tags=70%, list=21%, signal=56%",CD14/CD3E/CXCR3/IL7R/TCF7/CD4/CCR7
931,"I (D26, severe)",Activated CD8+ T cell,Activated CD8+ T cell...931,Activated CD8+ T cell,3,-0.8082725061,-1.542290074,0.04921259843,0.191258053,0.1495215311,CellMarker,1186,"tags=100%, list=19%, signal=81%",NKG7/GZMB
932,"I (D26, severe)",Exhausted CD8+ T cell,Exhausted CD8+ T cell...932,Exhausted CD8+ T cell,3,-0.8082725061,-1.542290074,0.04921259843,0.191258053,0.1495215311,CellMarker,1186,"tags=100%, list=19%, signal=81%",TIGIT/PDCD1
933,"I (D26, severe)",Monocyte derived dendritic cell,Monocyte derived dendritic cell...933,Monocyte derived dendritic cell,4,-0.7384815055,-1.496105344,0.05930470348,0.2253578732,0.1761800548,CellMarker,1617,"tags=100%, list=26%, signal=74%",CD14/CD1C/FCER1A
934,"I (D26, severe)",Effector memory CD8+ T cell,Effector memory CD8+ T cell...934,Effector memory CD8+ T cell,5,-0.6775852836,-1.505193502,0.07042253521,0.2467334669,0.1928910452,CellMarker,1186,"tags=80%, list=19%, signal=65%",CD3E/CXCR3/FGFBP2/CD4
935,"I (D26, severe)",CD1C+_B dendritic cell,CD1C+_B dendritic cell...935,CD1C+_B dendritic cell,25,0.389240855,1.48743296,0.072,0.2467334669,0.1928910452,CellMarker,1580,"tags=60%, list=26%, signal=45%",EREG/S100A12/S100A8/RETN/S100A9/NAIP/RNASE2/CD163/PLBD1/SLC2A3/CREB5/IL1RN/ANXA1/CSTA/BST1
936,"I (D26, severe)",Conventional dendritic cell 2(cDC2),Conventional dendritic cell 2(cDC2)...936,Conventional dendritic cell 2(cDC2),2,-0.8614985404,-1.41095941,0.06813627255,0.2467334669,0.1928910452,CellMarker,857,"tags=100%, list=14%, signal=86%",FCER1A
937,"I (D26, severe)",Effector (EMRA) CD8+ T cell,Effector (EMRA) CD8+ T cell...937,Effector (EMRA) CD8+ T cell,2,-0.8538760947,-1.398475394,0.07214428858,0.2467334669,0.1928910452,CellMarker,904,"tags=100%, list=15%, signal=85%",CCR7
938,"I (D26, severe)",T helper1 (Th1) cell,T helper1 (Th1) cell...938,T helper1 (Th1) cell,2,-0.8524164775,-1.396084838,0.07214428858,0.2467334669,0.1928910452,CellMarker,913,"tags=100%, list=15%, signal=85%",CD4
939,"I (D51, moderate)",Neutrophil,Neutrophil...939,Neutrophil,2,0.9223300971,1.433376262,0.0109164401,0.03634827843,0.02186362612,CellMarker,10,"tags=100%, list=10%, signal=92%",LTF/MMP8
940,"I (D51, moderate)",Naive CD4+ T cell,Naive CD4+ T cell...940,Naive CD4+ T cell,1,-0.9903846154,-1.332086362,0.01557783361,0.03634827843,0.02186362612,CellMarker,3,"tags=100%, list=3%, signal=98%",
941,"I (D51, moderate)",Naive CD8+ T cell,Naive CD8+ T cell...941,Naive CD8+ T cell,1,-0.9903846154,-1.332086362,0.01557783361,0.03634827843,0.02186362612,CellMarker,3,"tags=100%, list=3%, signal=98%",
942,"I (D51, moderate)",Neutrophil progenitor cell,Neutrophil progenitor cell...942,Neutrophil progenitor cell,1,0.9423076923,1.266413672,0.1130268199,0.1977969349,0.1189755999,CellMarker,7,"tags=100%, list=7%, signal=94%",LTF
943,"I (D51, moderate)",CD4+ T cell,CD4+ T cell...943,CD4+ T cell,2,-0.7897309626,-1.323638048,0.1749408983,0.2449172577,0.1473186512,CellMarker,3,"tags=100%, list=3%, signal=99%",LRRN3
944,"I (D51, severe)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...944,INNATE IMMUNE SYSTEM,141,0.4053109135,1.953031513,1.54E-05,0.000184910752,0.0001459821727,ImmuneGO,1534,"tags=68%, list=40%, signal=42%",CCL20/CH25H/TNFAIP3/PTX3/NFKBIA/CD177/DEFA4/CXCL2/ELANE/LCN2/FCGR1A/BPI/AZU1/CAMP/FLT1/CLNK/FCAR/TARM1/S100A12/GBP1/CRISP3/FOSL1/IL18RAP/IL10/PPARG/GBP6/BATF2/IRF1/SLC15A3/IL27/ANXA3/MAPKAPK2/NFKB2/PI3/SLC15A4/CHGA/GBP2/CXCL8/TICAM1/TRIM22/IL1RN/IFITM2/STAT1/APOBEC3A/RNF19B/TAP1/JMJD6/CFD/RELB/B4GALT1/TREML1/GCH1/VNN1/PARP9/IFITM1/NCF1/EIF2AK2/HLA-C/CD55/TUBB4B/NLRC5/HLA-E/PSMB8/BCL10/RELA/ADAM17/HDAC4/MAP2K6/C1R/ZC3HAV1/HMGB2/ANKHD1/PRKCE/ACTR3/PRKDC/EP300/CR1/SPI1/PRKCD/FAU/HLA-F/BSG/IFNGR2/F12/TFEB/ALOX5/IFI30/PSME1/PLEKHM2/ACTG1/TBKBP1/CEBPB/SIRT2/CFP/LGALS3/CXCR4
945,"I (D51, severe)",ARPP,ARPP...945,ARPP,27,0.4689780093,1.681218118,0.02890479576,0.1734287746,0.1369174536,ImmuneGO,1475,"tags=70%, list=39%, signal=44%",TNFAIP3/NFKBIA/FCGR1A/FOSL1/MAPKAPK2/TICAM1/TAP1/RELB/HLA-C/HLA-E/PSMB8/BCL10/RELA/MAP2K6/PRKCE/EP300/HLA-F/IFI30/PSME1
946,"I (D51, severe)",ANTIVIRAL AND INTERFERON,ANTIVIRAL AND INTERFERON...946,ANTIVIRAL AND INTERFERON,23,0.4402353208,1.511698162,0.04591104735,0.1836441894,0.1449822548,ImmuneGO,1490,"tags=65%, list=39%, signal=40%",CCL20/FCAR/GBP1/GBP6/IRF1/GBP2/IFITM2/STAT1/IFITM1/EIF2AK2/HDAC4/ACTR3/IFNGR2/ACTG1/TBKBP1
947,"I (D51, severe)",Naive CD4+ T cell,Naive CD4+ T cell...947,Naive CD4+ T cell,16,-0.77151921,-2.897985071,8.56E-08,4.75E-06,4.10E-06,CellMarker,603,"tags=88%, list=16%, signal=74%",CD3E/PRKCA/TXK/CD4/TMEM204/TESPA1/TRABD2A/S1PR1/LEF1/GIMAP8/IL7R/NELL2/CCR7/LRRN3
948,"I (D51, severe)",Naive CD8+ T cell,Naive CD8+ T cell...948,Naive CD8+ T cell,40,-0.5929355071,-2.772802392,7.11E-08,4.75E-06,4.10E-06,CellMarker,799,"tags=70%, list=21%, signal=56%",NPAT/DGKA/TOMM7/APEX1/CD3E/LDHB/SH3YL1/THEM4/FAM102A/LMO7/TXK/CD4/TMEM204/PRKCQ-AS1/TRABD2A/S1PR1/RCAN3/LEF1/LINC01550/IL7R/NELL2/GCSAM/CD248/CCR7/EPHX2/LEF1-AS1/LRRN3/NOG
949,"I (D51, severe)",Neutrophil,Neutrophil...949,Neutrophil,21,0.6759847946,2.233774075,2.62E-05,0.0009705092722,0.0008375186702,CellMarker,452,"tags=62%, list=12%, signal=55%",MMP8/CD177/LTF/DEFA4/ELANE/LCN2/CEACAM8/AZU1/CAMP/MMP9/MPO/TLR2/S100A8
