"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"5193","IFI35","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5194","IFI35","Infection",3,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5195","IFI35","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5196","IFI35","Infection",3,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5197","IFI6","Vaccination",7,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5198","IFI6","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5199","IFI6","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5200","IFI6","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5201","IFI6","Infection",3,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5202","IFI6","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5203","IFI6","Infection",3,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5204","IFI6","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5205","IFIT1","Vaccination",8,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5206","IFIT1","Vaccination",8,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Infection and vaccination"
"5207","IFIT1","Vaccination",8,"Cellular response to Interferon I","CELLULAR RESPONSE TO TYPE I INTERFERON","Infection and vaccination"
"5208","IFIT1","Vaccination",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5209","IFIT1","Vaccination",8,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5210","IFIT1","Vaccination",8,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5211","IFIT1","Infection",3,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5212","IFIT1","Infection",3,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Infection and vaccination"
"5213","IFIT1","Infection",3,"Cellular response to Interferon I","CELLULAR RESPONSE TO TYPE I INTERFERON","Infection and vaccination"
"5214","IFIT1","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5215","IFIT1","Infection",3,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5216","IFIT1","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5217","IFIT2","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5218","IFIT2","Vaccination",7,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Infection and vaccination"
"5219","IFIT2","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5220","IFIT2","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5221","IFIT2","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5222","IFIT2","Infection",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5223","IFIT2","Infection",2,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Infection and vaccination"
"5224","IFIT2","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5225","IFIT2","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5226","IFIT2","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5227","IFITM1","Vaccination",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5228","IFITM1","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5229","IFITM1","Vaccination",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5230","IFITM1","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5231","IFITM1","Vaccination",5,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5232","IFITM1","Vaccination",5,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5233","IFITM1","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5234","IFITM1","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5235","IFITM1","Infection",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5236","IFITM1","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5237","IFITM1","Infection",5,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5238","IFITM1","Infection",5,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5239","IFITM3","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5240","IFITM3","Vaccination",7,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5241","IFITM3","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5242","IFITM3","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5243","IFITM3","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5244","IFITM3","Vaccination",7,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5245","IFITM3","Vaccination",7,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5246","IFITM3","Infection",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5247","IFITM3","Infection",2,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5248","IFITM3","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5249","IFITM3","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5250","IFITM3","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5251","IFITM3","Infection",2,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5252","IFITM3","Infection",2,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5253","IL10","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5254","IL10","Vaccination",1,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection and vaccination"
"5255","IL10","Vaccination",1,"Proliferation, B cell","B CELL PROLIFERATION","Infection and vaccination"
"5256","IL10","Vaccination",1,"B cells","B CELLS","Infection and vaccination"
"5257","IL10","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5258","IL10","Vaccination",1,"Antigen, Chronic, Inflammatory response","CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"5259","IL10","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5260","IL10","Vaccination",1,"Inflammation","INFLAMMATION","Infection and vaccination"
"5261","IL10","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5262","IL10","Vaccination",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection and vaccination"
"5263","IL10","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"5264","IL10","Vaccination",1,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Infection and vaccination"
"5265","IL10","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5266","IL10","Infection",7,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection and vaccination"
"5267","IL10","Infection",7,"Proliferation, B cell","B CELL PROLIFERATION","Infection and vaccination"
"5268","IL10","Infection",7,"B cells","B CELLS","Infection and vaccination"
"5269","IL10","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5270","IL10","Infection",7,"Antigen, Chronic, Inflammatory response","CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"5271","IL10","Infection",7,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5272","IL10","Infection",7,"Inflammation","INFLAMMATION","Infection and vaccination"
"5273","IL10","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5274","IL10","Infection",7,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection and vaccination"
"5275","IL10","Infection",7,"T cells","T CELLS","Infection and vaccination"
"5276","IL10","Infection",7,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Infection and vaccination"
"5277","IL12B","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5278","IL12B","Vaccination",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5279","IL12B","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5280","IL12B","Vaccination",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5281","IL12B","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5282","IL12B","Vaccination",1,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Infection and vaccination"
"5283","IL12B","Vaccination",1,"Activation, Immune response, NK cell","NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5284","IL12B","Vaccination",1,"NK cell","NK CELL","Infection and vaccination"
"5285","IL12B","Vaccination",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"5286","IL12B","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"5287","IL12B","Vaccination",1,"Immune response, Th1","T-HELPER 1 TYPE IMMUNE RESPONSE","Infection and vaccination"
"5288","IL12B","Vaccination",1,"Differentiation, Th cell","T-HELPER CELL DIFFERENTIATION","Infection and vaccination"
"5289","IL12B","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5290","IL12B","Infection",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5291","IL12B","Infection",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5292","IL12B","Infection",2,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5293","IL12B","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5294","IL12B","Infection",2,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Infection and vaccination"
"5295","IL12B","Infection",2,"Activation, Immune response, NK cell","NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5296","IL12B","Infection",2,"NK cell","NK CELL","Infection and vaccination"
"5297","IL12B","Infection",2,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"5298","IL12B","Infection",2,"T cells","T CELLS","Infection and vaccination"
"5299","IL12B","Infection",2,"Immune response, Th1","T-HELPER 1 TYPE IMMUNE RESPONSE","Infection and vaccination"
"5300","IL12B","Infection",2,"Differentiation, Th cell","T-HELPER CELL DIFFERENTIATION","Infection and vaccination"
"5301","IL13","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5302","IL13","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5303","IL13","Vaccination",1,"Activation, Macrophage","MACROPHAGE ACTIVATION","Infection and vaccination"
"5304","IL13","Vaccination",1,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"5305","IL13","Infection",2,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5306","IL13","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5307","IL13","Infection",2,"Activation, Macrophage","MACROPHAGE ACTIVATION","Infection and vaccination"
"5308","IL13","Infection",2,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"5309","IL15","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5310","IL15","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5311","IL15","Vaccination",2,"Selection, T cell, Extrathymic","EXTRATHYMIC T CELL SELECTION","Infection and vaccination"
"5312","IL15","Vaccination",2,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5313","IL15","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5314","IL15","Vaccination",2,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Infection and vaccination"
"5315","IL15","Vaccination",2,"Differentiation, NK cell","NATURAL KILLER CELL DIFFERENTIATION","Infection and vaccination"
"5316","IL15","Vaccination",2,"Proliferation, NK cell","NATURAL KILLER CELL PROLIFERATION","Infection and vaccination"
"5317","IL15","Vaccination",2,"Neutrophil","NEUTROPHIL","Infection and vaccination"
"5318","IL15","Vaccination",2,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Infection and vaccination"
"5319","IL15","Vaccination",2,"NK cell","NK CELL","Infection and vaccination"
"5320","IL15","Vaccination",2,"Proliferation, NK T cell","NK T CELL PROLIFERATION","Infection and vaccination"
"5321","IL15","Vaccination",2,"T cells","T CELLS","Infection and vaccination"
"5322","IL15","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5323","IL15","Infection",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5324","IL15","Infection",3,"Selection, T cell, Extrathymic","EXTRATHYMIC T CELL SELECTION","Infection and vaccination"
"5325","IL15","Infection",3,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5326","IL15","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5327","IL15","Infection",3,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Infection and vaccination"
"5328","IL15","Infection",3,"Differentiation, NK cell","NATURAL KILLER CELL DIFFERENTIATION","Infection and vaccination"
"5329","IL15","Infection",3,"Proliferation, NK cell","NATURAL KILLER CELL PROLIFERATION","Infection and vaccination"
"5330","IL15","Infection",3,"Neutrophil","NEUTROPHIL","Infection and vaccination"
"5331","IL15","Infection",3,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Infection and vaccination"
"5332","IL15","Infection",3,"NK cell","NK CELL","Infection and vaccination"
"5333","IL15","Infection",3,"Proliferation, NK T cell","NK T CELL PROLIFERATION","Infection and vaccination"
"5334","IL15","Infection",3,"T cells","T CELLS","Infection and vaccination"
"5335","IL17RC","Vaccination",1,"Chemotaxis, Granulocyte","GRANULOCYTE CHEMOTAXIS","Infection and vaccination"
"5336","IL17RC","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5337","IL17RC","Infection",1,"Chemotaxis, Granulocyte","GRANULOCYTE CHEMOTAXIS","Infection and vaccination"
"5338","IL17RC","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5339","IL1R1","Vaccination",2,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5340","IL1R1","Infection",8,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5341","IL1R2","Vaccination",3,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5342","IL1R2","Infection",10,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5343","IL1RL1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5344","IL1RL1","Infection",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5345","IL1RN","Vaccination",7,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5346","IL1RN","Vaccination",7,"Inflammation","INFLAMMATION","Infection and vaccination"
"5347","IL1RN","Vaccination",7,"Inflammatory response, Antigenic stimulus","INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"5348","IL1RN","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5349","IL1RN","Infection",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5350","IL1RN","Infection",5,"Inflammation","INFLAMMATION","Infection and vaccination"
"5351","IL1RN","Infection",5,"Inflammatory response, Antigenic stimulus","INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"5352","IL1RN","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5353","IL27","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5354","IL27","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5355","IL27","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
