Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue	log_q
I (D26, severe)	ChAd (V1, D3)	35	102	492	137	527	AXL, CLNK, LYVE1, CX3CR1, RNASE2, CXCL2, CXCL3, IFI27, IL1R2, CFD, APOBEC3A, IFI44, FCER1G, SEMG1, IL4I1, TLR7, CACNB4, FCGR1A, SRC, IL1R1, CD300C, NR1H3, IFI44L, IL36A, PARP9, GRN, PLSCR1, LILRB1, AIM2, C1QA, CYP26B1, TRPV4, CCR3, IRF7, C3AR1	25.55	6.64	9.736927252848061e-88	6.868496644918909e-87	86.1631383095581
I (D51, moderate)	ChAd (V1, D3)	1	136	12	137	13	CYP26B1	0.73	7.69	8.195325942091671e-17	8.785775514806871e-17	16.0562198975795
I (D51, severe)	ChAd (V1, D3)	27	110	348	137	375	IFI30, CLNK, CXCL8, PSMB9, IFITM1, CEBPB, CXCL2, PI3, GBP1, SECTM1, IL1R2, CFD, APOBEC3A, IL27, BATF2, ADGRG3, CACNB4, FCGR1A, STAT1, IL1R1, IL36A, PARP9, PLSCR1, AIM2, CYP26B1, CCR3, C3AR1	19.71	7.2	1.1393236537135798e-83	7.175775721970039e-83	82.144131143575
I-BNT-I (D2)	ChAd (V1, D3)	0	137	1	137	1	NA	0	0	0.0072463768115942	0.00482230653700467	2.31674518651387
I-I (D1)	ChAd (V1, D3)	0	137	14	137	14	NA	0	0	5.0655436286659695e-20	6.13963906468533e-20	19.211857159286
I-I (D5)	ChAd (V1, D3)	0	137	1	137	1	NA	0	0	0.0072463768115942	0.00482230653700467	2.31674518651387
ZF2001 (V3, D07)	ChAd (V1, D3)	17	120	213	137	230	CXCL8, LYVE1, CX3CR1, GPR33, CEBPB, CXCL2, CXCL3, IDO2, CACNB4, CD276, FFAR3, ALOX15, HCAR2, CYP26B1, SLIT2, LILRB5, SVEP1	12.41	7.39	8.8476510630954494e-76	4.589113967299159e-75	74.3382711567846
ZF2001 (V3, D14)	ChAd (V1, D3)	4	133	29	137	33	CXCL8, CXCL2, IDO2, LILRB5	2.92	12.12	2.0143822950379399e-28	3.17178431264568e-28	27.4986963531995
ZF2001 (V3, D28)	ChAd (V1, D3)	2	135	15	137	17	CXCL8, CXCL2	1.46	11.76	6.79849276478854e-19	7.939907926019089e-19	18.1001845337761
ChAd (V1, D7)	ChAd (V1, D6)	10	75	27	85	37	JCHAIN, TNFRSF17, EPB42, CCNB2, CAV1, MZB1, IFI27, TNFRSF13B, IGLL5, IGF1	11.76	27.03	5.41150534693026e-18	6.04005340747333e-18	17.2189592212351
ChAd (V2, D1)	ChAd (V1, D6)	4	81	140	85	144	IGHG3, IFI27, IGHV3-23, IGKC	4.71	2.78	5.173178235341439e-57	1.60052462309784e-56	55.795737640112
ChAd (V2, D3)	ChAd (V1, D6)	0	85	11	85	11	NA	0	0	1.13393449182207e-14	1.12978153719913e-14	13.9470055267479
ChAd (V2, D7)	ChAd (V1, D6)	0	85	1	85	1	NA	0	0	0.0116279069767442	0.00748394797395437	2.12586924023978
ChAd-BNT (V2, D3)	ChAd (V1, D6)	1	84	181	85	182	IFI27	1.18	0.55	1.45436802687674e-69	6.576419147910059e-69	68.1820105148379
ChAd-BNT (V2, D7)	ChAd (V1, D6)	8	77	109	85	117	JCHAIN, TNFRSF17, EPB42, CCNB2, CAV1, MZB1, IGLL5, IGF1	9.41	6.84	2.0868082169876e-45	4.71810616797078e-45	44.3262322907406
ChAd-BNT (V3, D1)	ChAd (V1, D6)	2	83	242	85	244	IGHV3-23, VSIG4	2.35	0.82	2.4984812344073598e-76	1.3351864793195799e-75	74.8744580741618
I (D10, moderate)	ChAd (V1, D6)	9	76	475	85	484	JCHAIN, TNFRSF17, CCNB2, CAV1, MZB1, IFI27, VSIG4, IGLL5, IGF1	10.59	1.86	2.2111551536883e-84	1.4714757773708498e-83	82.8322468826237
I (D10, severe)	ChAd (V1, D6)	3	82	532	85	535	CCNB2, IFI27, VSIG4	3.53	0.56	2.07095010579817e-99	2.9217254035267697e-98	97.5343606033699
I (D26, moderate)	ChAd (V1, D6)	2	83	313	85	315	CCNB2, VSIG4	2.35	0.63	2.28462202595049e-84	1.49221145369636e-83	82.8261696308402
I (D26, severe)	ChAd (V1, D6)	8	77	519	85	527	JCHAIN, TNFRSF17, CCNB2, CAV1, IFI27, VSIG4, IGLL5, IGF1	9.41	1.52	8.002696818005988e-89	6.00548761294056e-88	87.2214517244789
I (D51, moderate)	ChAd (V1, D6)	1	84	12	85	13	EPB42	1.18	7.69	1.82364722396127e-14	1.7966669242148502e-14	13.7455324272778
I (D51, severe)	ChAd (V1, D6)	1	84	374	85	375	CCNB2	1.18	0.27	2.3788610039817298e-92	2.2079805326185697e-91	90.6560047600251
I-BNT-I (D2)	ChAd (V1, D6)	0	85	1	85	1	NA	0	0	0.0116279069767442	0.00748394797395437	2.12586924023978
I-I (D1)	ChAd (V1, D6)	3	82	11	85	14	POU2AF1, TNFRSF13B, IGLL5	3.53	21.43	4.12752155023236e-12	3.77148004552674e-12	11.4234881857448
I-I (D5)	ChAd (V1, D6)	0	85	1	85	1	NA	0	0	0.0116279069767442	0.00748394797395437	2.12586924023978
ZF2001 (V3, D07)	ChAd (V1, D6)	6	79	224	85	230	IGHV5-51, POU2AF1, MZB1, IGHV3-7, IGLV1-44, IGF1	7.06	2.61	4.3440170511361607e-67	1.93943040316655e-66	65.7123258005254
ZF2001 (V3, D14)	ChAd (V1, D6)	1	84	32	85	33	IGLV1-44	1.18	3.03	6.16176246614562e-28	9.53190872235162e-28	27.0208201251138
ZF2001 (V3, D28)	ChAd (V1, D6)	2	83	15	85	17	IGHV3-7, IGLV1-44	2.35	11.76	5.36831217443146e-16	5.504135155930549e-16	15.2593109103913
ChAd (V2, D1)	ChAd (V1, D7)	2	35	142	37	144	IFI27, CXCL10	5.41	1.39	3.42234614519232e-35	6.38663208475988e-35	34.1947281015594
ChAd (V2, D3)	ChAd (V1, D7)	0	37	11	37	11	NA	0	0	4.4257186646427595e-11	3.9518138317734595e-11	10.4032035230262
ChAd (V2, D7)	ChAd (V1, D7)	0	37	1	37	1	NA	0	0	0.0263157894736842	0.0163987121125405	1.78519025831693
ChAd-BNT (V2, D3)	ChAd (V1, D7)	8	29	174	37	182	CXCR1, CD38, IFI27, CCL25, MIR27A, PI3, APOBEC3B, CXCL10	21.62	4.4	1.0117487282449999e-28	1.60742034995698e-28	27.7938705378011
ChAd-BNT (V2, D7)	ChAd (V1, D7)	23	14	94	37	117	SCNN1B, CXCR1, BTN1A1, ALAS2, CCL3, CD38, IGLL5, EPB42, CCNB2, EXO1, TNFRSF17, SPACA3, CAV1, SLC4A1, AHSP, MZB1, JCHAIN, ASS1, PI3, APOBEC3B, IGF1, FCRL4, CXCL10	62.16	19.66	2.4949487293967904e-9	2.10018412761221e-9	8.67774262807538
ChAd-BNT (V3, D1)	ChAd (V1, D7)	2	35	242	37	244	CCL3, CXCL10	5.41	0.82	1.6161068683263e-42	3.4756496891526696e-42	41.4589640025728
I (D10, moderate)	ChAd (V1, D7)	17	20	467	37	484	DEFA4, BTN1A1, CD38, IGLL5, CCNB2, EXO1, TNFRSF17, IFI27, SFTPD, CAV1, MZB1, JCHAIN, TRIM55, APOBEC3B, IGF1, CXCL10, SLPI	45.95	3.51	5.0691254978202997e-26	7.543874707219929e-26	25.1224055332101
I (D10, severe)	ChAd (V1, D7)	7	30	528	37	535	DEFA4, AZU1, CCNB2, IFI27, SFTPD, PGLYRP1, SLPI	18.92	1.31	1.6413357016522896e-43	3.595682278502909e-43	42.4442186903507
I (D26, moderate)	ChAd (V1, D7)	12	25	303	37	315	DEFA4, CTSG, AZU1, PRTN3, CCNB2, EXO1, ELANE, SFTPD, SLC4A1, AHSP, PGLYRP1, SLPI	32.43	3.81	3.66588529981851e-29	5.87713898305314e-29	28.2308340389335
I (D26, severe)	ChAd (V1, D7)	12	25	515	37	527	DEFA4, IGLL5, CTSG, CCNB2, EXO1, TNFRSF17, IFI27, SFTPD, CAV1, JCHAIN, IGF1, SLPI	32.43	2.28	1.4109906833488399e-34	2.59198621171323e-34	33.586367313061
I (D51, moderate)	ChAd (V1, D7)	3	34	10	37	13	EPB42, SLC4A1, AHSP	8.11	23.08	5.52329689347413e-8	4.48867775693787e-8	7.34788157156584
I (D51, severe)	ChAd (V1, D7)	10	27	365	37	375	DEFA4, AZU1, CCNB2, EXO1, ELANE, SLC4A1, AHSP, PGLYRP1, PI3, SLPI	27.03	2.67	4.4945477524044494e-34	8.21369286898391e-34	33.0854615405619
I-BNT-I (D2)	ChAd (V1, D7)	0	37	1	37	1	NA	0	0	0.0263157894736842	0.0163987121125405	1.78519025831693
I-I (D1)	ChAd (V1, D7)	2	35	12	37	14	IGLL5, TNFRSF13B	5.41	14.29	9.86303016691816e-10	8.44350791657008e-10	9.07347708509266
I-I (D5)	ChAd (V1, D7)	0	37	1	37	1	NA	0	0	0.0263157894736842	0.0163987121125405	1.78519025831693
ZF2001 (V3, D07)	ChAd (V1, D7)	7	30	223	37	230	SCNN1B, CCL3, MZB1, PGLYRP1, ASS1, TRIM55, IGF1	18.92	3.04	5.5318195597484895e-33	9.904020917443289e-33	32.0041884510864
ZF2001 (V3, D14)	ChAd (V1, D7)	0	37	33	37	33	NA	0	0	9.97740323394693e-21	1.2523363141234799e-20	19.9022790259545
ZF2001 (V3, D28)	ChAd (V1, D7)	1	36	16	37	17	CCL3	2.7	5.88	1.14519943882939e-12	1.07139482866472e-12	11.970050454181001
ChAd (V2, D3)	ChAd (V2, D1)	0	144	11	144	11	NA	0	0	4.6260880792467e-17	5.03591807838774e-17	16.2979213433762
ChAd (V2, D7)	ChAd (V2, D1)	0	144	1	144	1	NA	0	0	0.00689655172413793	0.00465093294806516	2.33245992161409
ChAd-BNT (V2, D3)	ChAd (V2, D1)	78	66	104	144	182	CCL8, FCGR1A, C1QC, IFI6, TRIM22, IFI35, CLEC6A, STAT1, IFIT2, IFITM3, PARP9, APOBEC3A, AXL, TRIM5, MX2, FCGR2C, IFI44, IL27, CFB, OAS2, CCL2, TNFSF10, BST2, IDO1, TNFSF13B, IFI27, IL31RA, IFI44L, C2, TAP1, TLR7, IL1RN, GBP5, NMI, USP18, IFIT1, MX1, GBP1, EIF2AK2, IFI16, LAMP3, GBP4, RNF213, NCF1, STAT2, MARCO, GBP2, GCH1, PARP14, CXCL10, IFIH1, C1QB, IDO2, DDX60, BATF2, FN1, RSAD2, ZBP1, DTX3L, CXCL11, ISG15, FGL2, DHX58, HERC5, PRLR, IFIT3, SLAMF8, OAS3, PDCD1LG2, CD274, TNFSF11, AIM2, OAS1, APOL1, PLSCR1, OASL, SERPING1, IRF7	54.17	42.86	7.22885137782621e-20	8.672248921025319e-20	19.0618682649989
ChAd-BNT (V2, D7)	ChAd (V2, D1)	17	127	100	144	117	CCL8, FCGR1A, IFIT2, CCL2, IL1RN, IFIT1, CDC42EP2, TNFAIP6, CXCL10, CCR1, BATF2, RSAD2, CXCL11, IFIT3, CXCL2, FFAR2, SERPING1	11.81	14.53	4.40386379551214e-51	1.08619452777172e-50	49.9640923895056
ChAd-BNT (V3, D1)	ChAd (V2, D1)	115	29	129	144	244	CCL8, FCGR1A, SP100, IGLV3-9, C1QC, IFI6, CEACAM1, TRIM22, IFI35, CLEC6A, STAT1, IFIT2, IFITM3, PARP9, APOBEC3A, TRIM5, IFI30, SH2D1B, MX2, IGHV3-30, PML, ERBB2, FCGR2C, IFI44, IL27, CFB, OAS2, CCL2, TNFSF10, BST2, IDO1, RIGI, TAP2, WDFY1, TNFSF13B, RHBDF2, IL31RA, IFI44L, C2, TAP1, TLR7, ISG20, PDGFD, SAMD9, IGHV3-23, IL1RN, GBP5, CASP1, NMI, RNF31, USP18, KIR3DL1, IFIT1, MX1, GBP1, TRIM21, TRIM38, EIF2AK2, IFI16, LAMP3, IFITM1, CD209, GBP4, TNFAIP6, RNF213, STAT2, MARCO, GBP2, NUB1, GBP6, GCH1, PARP14, CXCL10, IFIH1, C1QB, IDO2, DDX60, GPR68, TRIM6, PTGDR, BATF2, FN1, RSAD2, FCGR1BP, ZBP1, DTX3L, CXCL11, ISG15, FGL2, IFIT5, SOCS1, DHX58, NBN, HERC5, PRLR, SPON2, IFIT3, PIGR, SLAMF8, OAS3, PDCD1LG2, CXCL2, CD274, NKG7, H4C15, AIM2, IRF9, OAS1, APOL1, PLSCR1, OASL, TRAFD1, LIF, SERPING1, IRF7	79.86	47.13	2.04687881840631e-9	1.7312741572332702e-9	8.7616341536464
I (D10, moderate)	ChAd (V2, D1)	75	69	409	144	484	FCGR1A, SP100, C1QC, IFI6, CEACAM1, TRIM22, IFI35, CLEC6A, IFIT2, PARP9, APOBEC3A, IFI30, TRIM34, PML, IFI44, CFB, OAS2, TNFSF10, TNFSF13B, IFI27, IFI44L, C2, TAP1, WNT1, SAMD9, IL1RN, CASP1, NMI, USP18, IFIT1, MX1, GBP1, CDC42EP2, SFRP1, EIF2AK2, IFI16, LAMP3, IFITM1, TNFAIP6, CLEC4A, STAT2, MARCO, GBP2, GBP6, GCH1, PARP14, CXCL10, IFIH1, C1QB, DDX60, TRIM6, BATF2, FN1, RSAD2, ZBP1, DTX3L, CXCL11, ISG15, IFIT5, NBN, HERC5, IFIT3, OAS3, PDCD1LG2, CXCL2, CD274, NKG7, TNFSF11, SIT1, AIM2, OAS1, PLSCR1, OASL, TRAFD1, SERPING1	52.08	15.5	1.0598645642812e-47	2.4432545194212403e-47	46.6120312892187
I (D10, severe)	ChAd (V2, D1)	26	118	509	144	535	SP100, TRIM22, PARP9, APOBEC3A, CCL2, IDO1, IFI27, IL31RA, TLR7, CDC42EP2, SFRP1, EIF2AK2, IFI16, IFITM1, CD209, GBP4, TNFAIP6, CCR1, ZBP1, PRLR, CXCL2, TNFSF11, SIT1, AIM2, PLSCR1, OASL	18.06	4.86	7.466968965676111e-105	1.19710276793427e-103	102.921868565023
I (D26, moderate)	ChAd (V2, D1)	9	135	306	144	315	CLEC6A, KIR3DL1, SFRP1, GBP4, MARCO, FN1, SPON2, CXCL2, SIT1	6.25	2.86	5.74228484739394e-105	9.64439983019957e-104	103.015724793271
I (D26, severe)	ChAd (V2, D1)	32	112	495	144	527	FCGR1A, SP100, CEACAM1, TRIM22, PARP9, APOBEC3A, AXL, SH2D1B, ERBB2, IFI44, IFI27, IFI44L, TLR7, PDGFD, IL1RN, KIR3DL1, MDK, CDC42EP2, SFRP1, EIF2AK2, CD209, CD320, DHX58, PRLR, SPON2, CXCL2, NKG7, TNFSF11, SIT1, AIM2, PLSCR1, IRF7	22.22	6.07	4.00349205019726e-96	4.706818862644139e-95	94.3272725147735
I (D51, moderate)	ChAd (V2, D1)	0	144	13	144	13	NA	0	0	2.9465529167176596e-19	3.4874480771975295e-19	18.4574922496551
I (D51, severe)	ChAd (V2, D1)	35	109	340	144	375	FCGR1A, TRIM22, STAT1, PARP9, APOBEC3A, IFI30, SH2D1B, IL27, RHBDF2, TAP1, ISG20, IL1RN, NMI, GBP1, SFRP1, EIF2AK2, IFITM1, CD209, TNFAIP6, RNF213, NCF1, GBP2, GBP6, GCH1, PARP14, IFIH1, BATF2, ZBP1, SOCS1, NBN, PIGR, CXCL2, CD274, AIM2, PLSCR1	24.31	9.33	6.44713707626184e-78	3.55301220707585e-77	76.4494033004036
I-BNT-I (D2)	ChAd (V2, D1)	0	144	1	144	1	NA	0	0	0.00689655172413793	0.00465093294806516	2.33245992161409
I-I (D1)	ChAd (V2, D1)	0	144	14	144	14	NA	0	0	2.6108696730409598e-20	3.20858143564329e-20	19.493686933589
I-I (D5)	ChAd (V2, D1)	0	144	1	144	1	NA	0	0	0.00689655172413793	0.00465093294806516	2.33245992161409
ZF2001 (V3, D07)	ChAd (V2, D1)	9	135	221	144	230	CCL8, IL1RN, TNFAIP6, IFIH1, IDO2, GPR68, SOCS1, CXCL2, FFAR2	6.25	3.91	4.72705267252045e-90	3.877320983332829e-89	88.4114682445125
ZF2001 (V3, D14)	ChAd (V2, D1)	3	141	30	144	33	IL1RN, IDO2, CXCL2	2.08	9.09	1.25011080335449e-30	2.11980026863753e-30	29.6737050571443
ZF2001 (V3, D28)	ChAd (V2, D1)	1	143	16	144	17	CXCL2	0.69	5.88	4.1872438152543604e-21	5.37038381629626e-21	20.2699946745718
ChAd (V2, D7)	ChAd (V2, D3)	0	11	1	11	1	NA	0	0	0.0833333333333333	0.0495648538668524	1.30482616992373
ChAd-BNT (V2, D3)	ChAd (V2, D3)	4	7	178	11	182	PLEC, RAB43, CFD, LYL1	36.36	2.2	2.16037742770498e-10	1.867580098834e-10	9.72872076261263
ChAd-BNT (V2, D7)	ChAd (V2, D3)	0	11	117	11	117	NA	0	0	4.1094079518205897e-16	4.26294872945232e-16	15.3702898905876
ChAd-BNT (V3, D1)	ChAd (V2, D3)	0	11	244	11	244	NA	0	0	1.67570612166422e-19	1.98999129386415e-19	18.7011488236079
I (D10, moderate)	ChAd (V2, D3)	4	7	480	11	484	PLEC, RORC, N4BP3, A2M	36.36	0.83	2.52366238109993e-13	2.4056879862874e-13	12.6187607006124
I (D10, severe)	ChAd (V2, D3)	5	6	530	11	535	CHGA, RAB43, CFD, RORC, A2M	45.45	0.93	1.3641851913246e-11	1.2337253635572198e-11	10.9087815067259
I (D26, moderate)	ChAd (V2, D3)	3	8	312	11	315	RORC, N4BP3, A2M	27.27	0.95	6.12811511803767e-14	5.954291050272331e-14	13.2251699405261
I (D26, severe)	ChAd (V2, D3)	6	5	521	11	527	PLEC, RAB43, CFD, LYL1, RORC, A2M	54.55	1.14	1.3257193769615402e-9	1.12943445513678e-9	8.9471389675753
I (D51, moderate)	ChAd (V2, D3)	0	11	13	11	13	NA	0	0	4.00617913069118e-7	3.21866378471194e-7	6.4923243864925
I (D51, severe)	ChAd (V2, D3)	3	8	372	11	375	CHGA, CFD, RORC	27.27	0.8	1.54658414464027e-14	1.52797098330347e-14	13.8158848930842
I-BNT-I (D2)	ChAd (V2, D3)	0	11	1	11	1	NA	0	0	0.0833333333333333	0.0495648538668524	1.30482616992373
I-I (D1)	ChAd (V2, D3)	0	11	14	11	14	NA	0	0	2.24346031318706e-7	1.80656690601275e-7	6.74314594974828
I-I (D5)	ChAd (V2, D3)	0	11	1	11	1	NA	0	0	0.0833333333333333	0.0495648538668524	1.30482616992373
ZF2001 (V3, D07)	ChAd (V2, D3)	1	10	229	11	230	LRRC19	9.09	0.43	7.61324250902827e-17	8.18663804929926e-17	16.0868944103759
ZF2001 (V3, D14)	ChAd (V2, D3)	1	10	32	11	33	A2M	9.09	3.03	5.737130571839211e-9	4.76119066661927e-9	8.32228442642244
ZF2001 (V3, D28)	ChAd (V2, D3)	0	11	17	11	17	NA	0	0	4.65675522883759e-8	3.81079783850796e-8	7.41898408978706
ChAd-BNT (V2, D3)	ChAd (V2, D7)	0	1	182	1	182	NA	0	0	0.00546448087431693	0.00374241073920655	2.42684854928347
ChAd-BNT (V2, D7)	ChAd (V2, D7)	0	1	117	1	117	NA	0	0	0.00847457627118643	0.00559740208399228	2.25201349484653
ChAd-BNT (V3, D1)	ChAd (V2, D7)	0	1	244	1	244	NA	0	0	0.0040816326530612	0.00284507138917901	2.54590683171618
I (D10, moderate)	ChAd (V2, D7)	0	1	484	1	484	NA	0	0	0.00206185567010312	0.00149021252373046	2.82675179111681
I (D10, severe)	ChAd (V2, D7)	0	1	535	1	535	NA	0	0	0.00186567164179106	0.00136237871248	2.86570215095612
I (D26, moderate)	ChAd (V2, D7)	0	1	315	1	315	NA	0	0	0.00316455696202531	0.0022367741820129	2.65037785875364
I (D26, severe)	ChAd (V2, D7)	0	1	527	1	527	NA	0	0	0.00189393939393942	0.0013744836486646	2.86186042230794
I (D51, moderate)	ChAd (V2, D7)	0	1	13	1	13	NA	0	0	0.0714285714285714	0.0427726776760273	1.36883356097718
I (D51, severe)	ChAd (V2, D7)	0	1	375	1	375	NA	0	0	0.00265957446808513	0.00191436984431461	2.71797415546802
I-BNT-I (D2)	ChAd (V2, D7)	0	1	1	1	1	NA	0	0	1	0.55984682558178	0.251930779965426
I-I (D1)	ChAd (V2, D7)	0	1	14	1	14	NA	0	0	0.0666666666666667	0.0401941310674099	1.39583735564971
I-I (D5)	ChAd (V2, D7)	0	1	1	1	1	NA	0	0	1	0.55984682558178	0.251930779965426
ZF2001 (V3, D07)	ChAd (V2, D7)	0	1	230	1	230	NA	0	0	0.00432900432900432	0.00299971508616777	2.52291999274075
ZF2001 (V3, D14)	ChAd (V2, D7)	0	1	33	1	33	NA	0	0	0.0294117647058823	0.0181993550111724	1.73994400322659
ZF2001 (V3, D28)	ChAd (V2, D7)	0	1	17	1	17	NA	0	0	0.0555555555555556	0.0339595128169191	1.46903854877088
ChAd-BNT (V2, D7)	ChAd-BNT (V2, D3)	40	142	77	182	117	CLU, CCL2, LRRC32, VEGFC, CCL7, CXCL10, IFIT1, BATF2, CSF2, FCGR1A, CXCR2, CCL20, CXCL1, SERPING1, IL1R2, IFIT2, SELP, ADGRG3, FAXDC2, TRIM40, CD38, RSAD2, CCL8, GATA1, CXCL11, CXCL5, IL1RN, BMP6, ITGB3, PPBP, CXCL3, FFAR3, APOBEC3B, IFIT3, CXCR1, TREML1, PI3, GFI1B, IL1A, MEIS1	21.98	34.19	2.1858095410533998e-36	4.25935179954487e-36	35.370656488057
ChAd-BNT (V3, D1)	ChAd-BNT (V2, D3)	93	89	151	182	244	OAS3, P2RX7, USP18, CCL2, IDO2, EIF2AK2, CFB, ISG15, MX1, BST2, CXCL10, IFITM3, IFIT1, IL27, BATF2, SUCNR1, EPHB2, STAT1, CD274, FCGR1A, TRPV4, CXCL9, SERPING1, IFIT2, GBP1, JAK2, FPR3, DHX58, RNF213, IFI44L, SCIMP, CLEC6A, TRIM25, FCGR2C, FGL2, IFI35, IFI44, EREG, RSAD2, C1QC, TNFSF13B, CCL8, IL31RA, APOBEC3A, TRIM5, CXCL11, IFIH1, IL1RN, KLF10, OAS1, IL4I1, OAS2, PDCD1LG2, FN1, IRF7, SECTM1, MX2, SLAMF8, DDX60, OASL, IDO1, GBP4, DTX3L, CXCL3, FFAR3, IFI6, IFIT3, MARCO, APOL1, ZBP1, GBP5, AIM2, GCH1, PARP9, TRIM22, TLR7, HERC5, PARP14, SLIT2, TAP1, GBP2, IFI16, C1QB, TMEM106A, PRLR, NFKBIZ, STAT2, CDKN1A, C2, TNFSF10, LAMP3, PLSCR1, NMI	51.1	38.11	1.0369058087277999e-29	1.68534704161036e-29	28.7733106569662
I (D10, moderate)	ChAd-BNT (V2, D3)	89	93	395	182	484	OAS3, USP18, EIF2AK2, CFB, ISG15, MX1, LRRC32, KLF6, VEGFC, CXCL10, IFIT1, PIK3R1, MIR222, BATF2, EPHB2, CD274, FCGR1A, TRPV4, VCAM1, SERPING1, IFI27, IL1R2, APOA2, IFIT2, GBP1, SELP, JAK2, ZFPM1, IFI44L, CLEC6A, FAXDC2, TRIM25, TRIM40, CD38, IFI35, IFI44, EREG, RSAD2, C1QC, TNFSF13B, ADAMDEC1, APOBEC3A, GCNT1, CXCL11, IL1R1, IFIH1, IL1RN, FZD5, KLF10, OAS1, OAS2, PDCD1LG2, NCAPH2, FN1, ITGB3, PPBP, DDX60, OASL, DTX3L, CXCL3, FFAR3, IFI6, APOBEC3B, IFIT3, MARCO, ZBP1, AIM2, GCH1, LIME1, PARP9, TRIM22, CR1L, HERC5, PARP14, TAP1, GBP2, IFI16, GATA6, C1QB, NFKBIZ, STAT2, C2, TNFSF10, CTSL, LAMP3, PLSCR1, NMI, TNFSF11, PLEC	48.9	18.39	1.6633076904207198e-56	4.97164783205183e-56	55.3034996423018
I (D10, severe)	ChAd-BNT (V2, D3)	41	141	494	182	535	IL1RL2, CCL2, EIF2AK2, KLF6, CCL20, CXCR4, IFI27, IL1R2, IL1RL1, SELP, JAK2, FPR3, ADGRG3, ZFPM1, TRIM25, EREG, IL31RA, APOBEC3A, IL1R1, DYSF, IL4I1, RAB43, PPBP, OASL, CFD, IDO1, GBP4, ZBP1, AIM2, TREML1, LIME1, PARP9, TRIM22, TLR7, CR1L, IFI16, PRLR, NFKBIZ, PLSCR1, NLRP3, TNFSF11	22.53	7.66	1.27743552279347e-108	2.6503292944849093e-107	106.576700163085
I (D26, moderate)	ChAd-BNT (V2, D3)	25	157	290	182	315	CLU, KLF6, PIK3R1, SUCNR1, EPHB2, TNFRSF4, IL1R2, SELP, ZFPM1, CLEC6A, FAXDC2, TRIM25, EREG, IL1R1, FZD5, BMI1, FN1, ITGB3, PPBP, GBP4, CXCL3, MARCO, TREML1, LIME1, CR1L	13.74	7.94	3.92403570183651e-99	5.323158179307409e-98	97.2738306284394
I (D26, severe)	ChAd-BNT (V2, D3)	49	133	478	182	527	IL1RL2, CYBA, EIF2AK2, AXL, KLF6, SUCNR1, FCGR1A, TRPV4, GSDMD, CCL20, CXCR4, IFI27, IL1R2, APOA2, SELP, JAK2, FPR3, DHX58, ZFPM1, IFI44L, TRIM25, IFI44, EREG, LYL1, APOBEC3A, IL1R1, IL1RN, FZD5, KLF10, IL4I1, RAB43, ITGB3, PPBP, IRF7, XCL2, CFD, CXCL3, AIM2, TREML1, LIME1, PARP9, TRIM22, TLR7, CR1L, PRLR, NFKBIZ, PLSCR1, TNFSF11, PLEC	26.92	9.3	1.7543916461741297e-98	2.2917780525214897e-97	96.6398274439614
I (D51, moderate)	ChAd-BNT (V2, D3)	1	181	12	182	13	CR1L	0.55	7.69	3.10040361941468e-18	3.53891005935757e-18	17.4511304747236
I (D51, severe)	ChAd-BNT (V2, D3)	49	133	326	182	375	IL1RL2, EIF2AK2, KLF6, IL27, MIR222, BATF2, MIR142, STAT1, CD274, FCGR1A, CCL20, CXCR4, IL1R2, APOA2, GBP1, SELP, JAK2, FPR3, ADGRG3, RNF213, TRIM25, EREG, APOBEC3A, IL1R1, IFIH1, IL1RN, FZD5, DYSF, JUNB, NCF1, PPBP, SECTM1, CFD, ZBP1, AIM2, GCH1, TREML1, PARP9, TRIM22, PARP14, TAP1, GBP2, FOS, PI3, NFKBIZ, CDKN1A, IL1A, PLSCR1, NMI	26.92	13.07	2.59926892895376e-81	1.58064008445881e-80	79.8011670087067
I-BNT-I (D2)	ChAd-BNT (V2, D3)	1	181	0	182	1	EREG	0.55	100	1	0.55984682558178	0.251930779965426
I-I (D1)	ChAd-BNT (V2, D3)	0	182	14	182	14	NA	0	0	1.1356789814705701e-21	1.50585696155427e-21	20.8222162789706
I-I (D5)	ChAd-BNT (V2, D3)	0	182	1	182	1	NA	0	0	0.00546448087431694	0.00374241073920655	2.42684854928347
ZF2001 (V3, D07)	ChAd-BNT (V2, D3)	19	163	211	182	230	IDO2, TBX1, CCL20, CXCR4, TNFSF18, EREG, CCL8, IFIH1, IL1RN, KLF10, JUNB, CXCL3, FFAR3, CR1L, SLIT2, NFKBIZ, CDKN1A, IL1A, NLRP3	10.44	8.26	1.0244486851925698e-89	8.029480821270848e-89	88.095312534889
ZF2001 (V3, D14)	ChAd-BNT (V2, D3)	4	178	29	182	33	IDO2, KLF6, IL1RN, IL6	2.2	12.12	1.0723356950132398e-31	1.8449587947856299e-31	30.7340133289071
ZF2001 (V3, D28)	ChAd-BNT (V2, D3)	2	180	15	182	17	KLF6, CCL20	1.1	11.76	1.1760330569542998e-20	1.46053160366378e-20	19.8354890411223
