Source,Target,Type,Id,Label,Weight,value
Interspecies interaction,CD180,Undirected,19077,NA,3,1
SLC11A1,ARPP,Undirected,19078,NA,2,
JAK1,INNATE IMMUNE SYSTEM,Undirected,19079,NA,2,
MONOV INFLUENZA A (D1),GSTK1,Undirected,19080,NA,2,1
Interspecies interaction,BCL3,Undirected,19081,NA,3,1
UCHL1,PANDEMRIX (D7),Undirected,19082,NA,2,
MONOV INFLUENZA A (D3),ASPM,Undirected,19083,NA,2,1
PLEKHF1,"ChAd (V2, D1)",Undirected,19084,NA,2,
Interspecies interaction,BCL2,Undirected,19085,NA,3,1
RC3H1,ADAPTIVE IMMUNE SYSTEM,Undirected,19086,NA,2,
Metabolism,CYBA,Undirected,19087,NA,3,1
PRR7,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19088,NA,2,
Metabolism,CYBB,Undirected,19089,NA,3,1
"ChAd-BNT (V3, D1)",ANKFY1,Undirected,19090,NA,2,1
TRPV4,"BNT-MO (V3, D1)",Undirected,19091,NA,2,
KCNG1,BNT-I (D1),Undirected,19092,NA,2,
Interspecies interaction,HAVCR2,Undirected,19093,NA,3,1
LVS F TULARENSIS (H336),ARRB1,Undirected,19094,NA,2,1
ITFG2,Cellular,Undirected,19095,NA,2,
DHRS9,"ChAd (V2, D1)",Undirected,19096,NA,2,
FLUARIX FLUVIRIN (D3),CSTB,Undirected,19097,NA,2,1
"ZF2001 (V3, D07)",PLEKHG6,Undirected,19098,NA,2,1
Metabolism,IFNL1,Undirected,19099,NA,2,1
TAS2R3,"ChAd-BNT (V2, D7)",Undirected,19100,NA,2,
TRBV2,Immune system,Undirected,19101,NA,2,
PYCARD,Cellular,Undirected,19102,NA,3,
MVA85A (D2),FCGR1A,Undirected,19103,NA,2,1
PLAAT4,"BNT-MO (V3, D1)",Undirected,19104,NA,2,
ROBO4,"ChAd (V1, D3)",Undirected,19105,NA,2,
EXOSC9,Cellular,Undirected,19106,NA,2,
IFITM3,HIV-1 GAG-POL NEF (D3),Undirected,19107,NA,2,
USP47,FLUARIX FLUVIRIN (D3),Undirected,19108,NA,2,
HUMORAL ADAPTIVE IMMUNE SYSTEM,EXO1,Undirected,19109,NA,2,1
"ZF2001 (V3, D07)",DLL3,Undirected,19110,NA,2,1
LYPD3,"ChAd-BNT (V3, D1)",Undirected,19111,NA,2,
GALNT9,"ChAd-BNT (V3, D1)",Undirected,19112,NA,2,
MNDA,FLUARIX FLUVIRIN (D3),Undirected,19113,NA,2,
MVA85A (D2),CXCL10,Undirected,19114,NA,2,1
XKR8,Immune system,Undirected,19115,NA,2,
VEGFA,FLUARIX FLUVIRIN (D3),Undirected,19116,NA,2,
VAV1,FLUMIST (D3),Undirected,19117,NA,2,
GPR132,FLUMIST (D3),Undirected,19118,NA,2,
INFLUENZA (D1),GALNT14,Undirected,19119,NA,2,-1
IL32,Cellular,Undirected,19120,NA,2,
HPV-VLP (M2),BUB1,Undirected,19121,NA,2,1
GSDMC,"BNT (V3, D1)",Undirected,19122,NA,2,
FCGR1A,"ChAd (V1, D3)",Undirected,19123,NA,2,
TYROBP,Interspecies interaction,Undirected,19124,NA,3,
HUMORAL ADAPTIVE IMMUNE SYSTEM,CITED2,Undirected,19125,NA,2,1
Interspecies interaction,CD160,Undirected,19126,NA,3,1
USP18,HIV-1 GAG-POL NEF (D3),Undirected,19127,NA,2,
"ZF2001 (V3, D07)",FABP2,Undirected,19128,NA,2,1
"ZF2001 (V3, D07)",ACAN,Undirected,19129,NA,2,1
"ZF2001 (V3, D07)",DLK1,Undirected,19130,NA,2,1
Immune system,ACTG1,Undirected,19131,NA,2,1
TIFA,Interspecies interaction,Undirected,19132,NA,2,
Immune system,ARG1,Undirected,19133,NA,2,1
RPS19,Metabolism,Undirected,19134,NA,2,
STAMARIL (D7),CYP27A1,Undirected,19135,NA,2,-1
PODN,"ChAd (V2, D1)",Undirected,19136,NA,2,
LAIR1,Immune system,Undirected,19137,NA,3,
CXCR5,BNT-I (D1),Undirected,19138,NA,2,
"ZF2001 (V3, D07)",PON3,Undirected,19139,NA,2,1
"ZF2001 (V3, D07)",COL28A1,Undirected,19140,NA,2,1
Reg. of BP,GLI3,Undirected,19141,NA,3,1
Immune system,ARG2,Undirected,19142,NA,3,1
VWF,MONOV INFLUENZA A (D1),Undirected,19143,NA,2,
MONOV INFLUENZA A (D28),ARHGEF11,Undirected,19144,NA,2,-1
GCH1,"BNT (V2, D1)",Undirected,19145,NA,2,
CTLA4,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19146,NA,2,
FBXO39,"ChAd-BNT (V2, D3)",Undirected,19147,NA,2,
IER2,"BNT-MO (V3, D1)",Undirected,19148,NA,2,
PAX5,ADAPTIVE IMMUNE SYSTEM,Undirected,19149,NA,2,
STAMARIL (D10),PACS1,Undirected,19150,NA,2,-1
RABL3,Metabolism,Undirected,19151,NA,2,
THY1,Cellular,Undirected,19152,NA,2,
IFIT5,"BNT (V3, D1)",Undirected,19153,NA,2,
ZNF680,MONOV INFLUENZA A (D3),Undirected,19154,NA,2,
INFLAMMATION,IL5RA,Undirected,19155,NA,2,1
SMAD3,Interspecies interaction,Undirected,19156,NA,3,
LVS F TULARENSIS (H192),FCER1A,Undirected,19157,NA,2,-1
SMAD1,MONOV INFLUENZA A (D1),Undirected,19158,NA,2,
SLC39A3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19159,NA,2,
MYB,Immune system,Undirected,19160,NA,3,
LVS F TULARENSIS (H192),FCER1G,Undirected,19161,NA,2,-1
BNT-I (D1),ADGRG3,Undirected,19162,NA,2,1
IFNAR2,ANTIVIRAL AND INTERFERON,Undirected,19163,NA,2,
TIFA,Reg. of BP,Undirected,19164,NA,2,
EIF2AK2,"ChAd (V2, D1)",Undirected,19165,NA,2,
WETVAX (D2-4),RNASE6,Undirected,19166,NA,2,-1
Reg. of BP,CR1,Undirected,19167,NA,3,1
TNF,Cellular,Undirected,19168,NA,3,
SIGLEC16,"BNT-MO (V3, D1)",Undirected,19169,NA,2,
"ZF2001 (V3, D07)",SLC39A5,Undirected,19170,NA,2,1
POLR3K,MONOV INFLUENZA A (D1),Undirected,19171,NA,2,
NEDD4,Cellular,Undirected,19172,NA,2,
GBP1,"BNT (V2, D1)",Undirected,19173,NA,2,
NFKBID,Cellular,Undirected,19174,NA,2,
"ZF2001 (V3, D07)",SLC39A2,Undirected,19175,NA,2,1
Reg. of BP,CR2,Undirected,19176,NA,3,1
METRNL,"ChAd-BNT (V2, D7)",Undirected,19177,NA,2,
HDAC5,FLUARIX FLUVIRIN (D3),Undirected,19178,NA,2,
INNATE IMMUNE SYSTEM,IL17RC,Undirected,19179,NA,2,1
CLEC4E,ADAPTIVE IMMUNE SYSTEM,Undirected,19180,NA,2,
ZNF705A,BNT-I (D3),Undirected,19181,NA,2,
PAG1,Immune system,Undirected,19182,NA,3,
"ChAd-BNT (V2, D3)",CAPN15,Undirected,19183,NA,2,1
PTPRJ,Cellular,Undirected,19184,NA,2,
CXCR5,B CELLS,Undirected,19185,NA,2,
WETVAX (D5-7),LGALS3BP,Undirected,19186,NA,2,1
LAMB3,"BNT-MO (V3, D1)",Undirected,19187,NA,2,
"ChAd-BNT (V2, D3)",CAPN11,Undirected,19188,NA,2,-1
EBI3,Cellular,Undirected,19189,NA,2,
GALNT14,"ChAd (V1, D7)",Undirected,19190,NA,2,
"ZF2001 (V3, D07)",PHLDB1,Undirected,19191,NA,2,1
TNFAIP2,MONOV INFLUENZA A (D28),Undirected,19192,NA,2,
CCR6,BNT-I (D1),Undirected,19193,NA,2,
JUP,HIV-1 GAG-POL NEF (D3),Undirected,19194,NA,2,
"ZF2001 (V3, D07)",ABCC9,Undirected,19195,NA,2,1
Interspecies interaction,GATA3,Undirected,19196,NA,3,1
NLRP14,"ChAd (V1, D7)",Undirected,19197,NA,2,
PROK2,"ChAd-BNT (V2, D7)",Undirected,19198,NA,2,
"ChAd-BNT (V2, D7)",BIRC5,Undirected,19199,NA,2,1
NOTCH1,Interspecies interaction,Undirected,19200,NA,2,
"ZF2001 (V3, D07)",ABCA9,Undirected,19201,NA,2,1
HYCC1,FLUARIX FLUVIRIN (D3),Undirected,19202,NA,2,
Metabolism,ADAM17,Undirected,19203,NA,3,1
Metabolism,ADAM15,Undirected,19204,NA,2,1
SELENOK,ADAPTIVE IMMUNE SYSTEM,Undirected,19205,NA,2,
PTPN6,Cellular,Undirected,19206,NA,3,
HUMORAL ADAPTIVE IMMUNE SYSTEM,CR2,Undirected,19207,NA,2,1
SEC11B,"ChAd (V2, D1)",Undirected,19208,NA,2,
HIV-1 GAG-POL NEF (D3),ALPK1,Undirected,19209,NA,2,1
Metabolism,MERTK,Undirected,19210,NA,3,1
YF17D (D3),C3AR1,Undirected,19211,NA,2,1
TOMM70,Reg. of BP,Undirected,19212,NA,2,
FLUMIST (D3),DDX60L,Undirected,19213,NA,2,1
Metabolism,ADAM10,Undirected,19214,NA,2,1
IFIT1,"ChAd-BNT (V2, D3)",Undirected,19215,NA,2,
FLUARIX FLUVIRIN (D3),AP3S2,Undirected,19216,NA,2,1
FRK,Cellular,Undirected,19217,NA,2,
ZNF585B,"ZF2001 (V3, D07)",Undirected,19218,NA,2,
GBP6,Cellular,Undirected,19219,NA,3,
TRBV3-1,Reg. of BP,Undirected,19220,NA,2,
MENACTRA (D3),A2M,Undirected,19221,NA,3,-1
HSH2D,HIV-1 GAG-POL NEF (D3),Undirected,19222,NA,2,
SNORA54,"BNT (V2, D1)",Undirected,19223,NA,2,
RAB7B,Metabolism,Undirected,19224,NA,2,
NK CELL,MICA,Undirected,19225,NA,2,1
SLAIN2,FLUMIST (D3),Undirected,19226,NA,2,
INNATE IMMUNE SYSTEM,IL17RA,Undirected,19227,NA,2,1
LVS F TULARENSIS (H48),F11R,Undirected,19228,NA,2,-1
"ZF2001 (V3, D07)",ABCB5,Undirected,19229,NA,2,1
IL17A,Cellular,Undirected,19230,NA,2,
MONOV INFLUENZA A (D1),GPR162,Undirected,19231,NA,2,-1
Metabolism,ASS1,Undirected,19232,NA,3,1
"ZF2001 (V3, D07)",HHLA2,Undirected,19233,NA,2,1
SCIMP,"ChAd-BNT (V3, D1)",Undirected,19234,NA,2,
Reg. of BP,RAB11FIP2,Undirected,19235,NA,3,1
GRAMD1C,"ChAd (V1, D3)",Undirected,19236,NA,2,
MAP2,HPV-VLP (M2),Undirected,19237,NA,2,
Metabolism,CXCR4,Undirected,19238,NA,3,1
PBXIP1,FLUMIST (D3),Undirected,19239,NA,2,
GATA3,ADAPTIVE IMMUNE SYSTEM,Undirected,19240,NA,2,
ERLIN1,"BNT (V3, D1)",Undirected,19241,NA,2,
SLC38A9,HIV-1 GAG-POL NEF (D3),Undirected,19242,NA,2,
FLUZONE (D7),CEACAM8,Undirected,19243,NA,2,1
"ZF2001 (V3, D07)",ABCA6,Undirected,19244,NA,2,1
SRC,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19245,NA,2,
NCK1,Cellular,Undirected,19246,NA,2,
Reg. of BP,PKNOX1,Undirected,19247,NA,2,1
"ChAd (V1, D3)",ANKRD45,Undirected,19248,NA,2,1
"ZF2001 (V3, D07)",ABCA4,Undirected,19249,NA,2,1
INNATE IMMUNE SYSTEM,DNM2,Undirected,19250,NA,2,1
TRIM21,"ChAd (V2, D1)",Undirected,19251,NA,2,
YF17D (D3),XAF1,Undirected,19252,NA,2,1
Cellular,ATF2,Undirected,19253,NA,2,1
TRIM58,Metabolism,Undirected,19254,NA,3,
MAP3K4,FLUARIX FLUVIRIN (D3),Undirected,19255,NA,2,
"ZF2001 (V3, D07)",BICDL2,Undirected,19256,NA,2,1
Reg. of BP,CLU,Undirected,19257,NA,3,1
NEURL3,Metabolism,Undirected,19258,NA,3,
WETVAX (D2-4),NFIL3,Undirected,19259,NA,2,1
"ChAd-BNT (V3, D1)",ATP1B1,Undirected,19260,NA,2,1
RASGRP1,Cellular,Undirected,19261,NA,3,
CAMLG,ADAPTIVE IMMUNE SYSTEM,Undirected,19262,NA,2,
LVS F TULARENSIS (H192),ADAM11,Undirected,19263,NA,2,1
"ChAd (V1, D3)",CCL25,Undirected,19264,NA,2,1
PLA2G2F,Metabolism,Undirected,19265,NA,2,
"ZF2001 (V3, D07)",IL17RD,Undirected,19266,NA,2,1
NCKAP5,"ChAd-BNT (V2, D3)",Undirected,19267,NA,2,
FLUARIX FLUVIRIN (D3),AP3M2,Undirected,19268,NA,2,1
TK1,"ChAd (V1, D6)",Undirected,19269,NA,2,
STK35,FLUARIX FLUVIRIN (D3),Undirected,19270,NA,2,
"ZF2001 (V3, D07)",ENAM,Undirected,19271,NA,2,1
IFI16,"ChAd-BNT (V2, D3)",Undirected,19272,NA,2,
KCTD14,"BNT (V2, D1)",Undirected,19273,NA,2,
"ZF2001 (V3, D07)",MS4A6E,Undirected,19274,NA,2,1
SPI1,ADAPTIVE IMMUNE SYSTEM,Undirected,19275,NA,2,
ZC3HAV1,Interspecies interaction,Undirected,19276,NA,3,
Cellular,ATG5,Undirected,19277,NA,2,1
MONOV INFLUENZA A (D3),DDX21,Undirected,19278,NA,2,-1
RMI2,"BNT-MO (V3, D1)",Undirected,19279,NA,2,
FLUARIX FLUVIRIN (D3),DICER1,Undirected,19280,NA,2,1
TFAP4,BNT-I (D3),Undirected,19281,NA,2,
KLRC2,Cellular,Undirected,19282,NA,3,
"ZF2001 (V3, D07)",ABCG5,Undirected,19283,NA,2,1
TNFRSF12A,BNT-I (D1),Undirected,19284,NA,2,
MONOV INFLUENZA A (D3),GCH1,Undirected,19285,NA,2,1
YF VAX (ANY),TAGLN3,Undirected,19286,NA,2,1
Reg. of BP,FCGR1A,Undirected,19287,NA,3,1
FLUMIST (D3),EIF2AK1,Undirected,19288,NA,2,1
"ZF2001 (V3, D07)",ABCG8,Undirected,19289,NA,2,1
TK1,"ChAd (V1, D7)",Undirected,19290,NA,2,
FLUMIST (D3),EIF2AK3,Undirected,19291,NA,2,1
FLUARIX FLUVIRIN (D3),COX4I1,Undirected,19292,NA,2,1
FLVCR2,"ChAd (V1, D3)",Undirected,19293,NA,2,
KIF5B,Cellular,Undirected,19294,NA,3,
PLSCR1,"ChAd (V2, D1)",Undirected,19295,NA,2,
"ZF2001 (V3, D14)",TMC5,Undirected,19296,NA,2,-1
WETVAX (D5-7),LLGL2,Undirected,19297,NA,2,-1
JAK1,Immune system,Undirected,19298,NA,3,
PF4,Immune system,Undirected,19299,NA,3,
"ZF2001 (V3, D07)",KLF17,Undirected,19300,NA,2,1
Reg. of BP,DOCK11,Undirected,19301,NA,2,1
STAB1,BNT-I (D1),Undirected,19302,NA,2,
Reg. of BP,DOCK10,Undirected,19303,NA,2,1
IFIT1,"ChAd-BNT (V2, D7)",Undirected,19304,NA,2,
LACC1,Interspecies interaction,Undirected,19305,NA,3,
WETVAX (D5-7),TPD52,Undirected,19306,NA,2,-1
MEG3,"BNT-MO (V3, D1)",Undirected,19307,NA,2,
TLR3,Metabolism,Undirected,19308,NA,3,
"ZF2001 (V3, D07)",PNCK,Undirected,19309,NA,2,1
MOCS1,"ChAd (V2, D1)",Undirected,19310,NA,2,
RNF20,FLUARIX FLUVIRIN (D3),Undirected,19311,NA,2,
KCNMA1,"ChAd-BNT (V2, D3)",Undirected,19312,NA,2,
"ZF2001 (V3, D07)",KLF14,Undirected,19313,NA,2,1
Reg. of BP,FCGR2A,Undirected,19314,NA,3,1
Reg. of BP,FCGR2B,Undirected,19315,NA,3,1
"ZF2001 (V3, D07)",KLF10,Undirected,19316,NA,2,-1
Reg. of BP,FCGR2C,Undirected,19317,NA,3,1
SHFL,INNATE IMMUNE SYSTEM,Undirected,19318,NA,2,
STAMARIL (D3),SNHG29,Undirected,19319,NA,2,-1
"ZF2001 (V3, D07)",KLF11,Undirected,19320,NA,2,-1
T CELLS,RPL22,Undirected,19321,NA,2,1
YF VAX (ANY),TRIM21,Undirected,19322,NA,2,1
RAB44,Immune system,Undirected,19323,NA,2,
YF VAX (ANY),TRIM22,Undirected,19324,NA,2,1
Metabolism,FADD,Undirected,19325,NA,2,1
M6PR,LVS F TULARENSIS (H336),Undirected,19326,NA,2,
RPS6KB1,ANTIVIRAL AND INTERFERON,Undirected,19327,NA,2,
"ChAd-BNT (V3, D1)",ALPK3,Undirected,19328,NA,2,1
"ZF2001 (V3, D07)",POU4F2,Undirected,19329,NA,2,1
Reg. of BP,MYO1C,Undirected,19330,NA,2,1
NOTCH2,ADAPTIVE IMMUNE SYSTEM,Undirected,19331,NA,2,
IL2RG,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,19332,NA,2,
NAGLU,Cellular,Undirected,19333,NA,2,
PTPN2,Interspecies interaction,Undirected,19334,NA,2,
FLUARIX FLUVIRIN (D3),EEFSEC,Undirected,19335,NA,2,1
WETVAX (D5-7),AQP9,Undirected,19336,NA,2,1
"ZF2001 (V3, D07)",POU4F1,Undirected,19337,NA,2,1
Reg. of BP,MYO1G,Undirected,19338,NA,3,1
TNFRSF12A,BNT-I (D3),Undirected,19339,NA,2,
TNF,Immune system,Undirected,19340,NA,3,
Reg. of BP,COLEC12,Undirected,19341,NA,3,1
KLF4,"ChAd-BNT (V3, D1)",Undirected,19342,NA,2,
Reg. of BP,IFNL2,Undirected,19343,NA,2,1
Reg. of BP,IFNL1,Undirected,19344,NA,2,1
Reg. of BP,COLEC10,Undirected,19345,NA,2,1
"ChAd-BNT (V3, D1)",ALPK1,Undirected,19346,NA,2,1
VSNL1,"ChAd-BNT (V2, D7)",Undirected,19347,NA,2,
NLRC5,"ChAd-BNT (V3, D1)",Undirected,19348,NA,2,
TDRD7,STAMARIL (D10),Undirected,19349,NA,2,
TYMS,"ChAd-BNT (V2, D7)",Undirected,19350,NA,2,
PTPN2,Metabolism,Undirected,19351,NA,2,
YF17D (D3),SAMD9,Undirected,19352,NA,2,1
Reg. of BP,FCGR3A,Undirected,19353,NA,3,1
HPV-VLP (M2),DOC2A,Undirected,19354,NA,2,-1
Reg. of BP,FCGR3B,Undirected,19355,NA,3,1
SEMA4A,FLUARIX FLUVIRIN (D3),Undirected,19356,NA,2,
FUT4,ADAPTIVE IMMUNE SYSTEM,Undirected,19357,NA,2,
"ZF2001 (V3, D07)",GALNTL6,Undirected,19358,NA,2,1
FLUARIX FLUVIRIN (D3),ATP6AP1,Undirected,19359,NA,2,1
INNATE IMMUNE SYSTEM,CKLF,Undirected,19360,NA,2,1
BNT-I (D3),AANAT,Undirected,19361,NA,2,1
H3C15,"ChAd (V1, D6)",Undirected,19362,NA,2,
TP53INP2,STAMARIL (D7),Undirected,19363,NA,2,
ITPR2,FLUMIST (D3),Undirected,19364,NA,2,
"ZF2001 (V3, D14)",RGCC,Undirected,19365,NA,2,-1
BTK,ADAPTIVE IMMUNE SYSTEM,Undirected,19366,NA,2,
HPV-VLP (M2),FOXO3,Undirected,19367,NA,2,-1
FBXO6,"BNT (V2, D1)",Undirected,19368,NA,2,
USP36,FLUMIST (D3),Undirected,19369,NA,2,
MAST CELL,BTK,Undirected,19370,NA,2,1
"ZF2001 (V3, D07)",MS4A18,Undirected,19371,NA,2,1
SNORA11,"BNT (V2, D1)",Undirected,19372,NA,2,
KIR3DL1,Cellular,Undirected,19373,NA,3,
JAG1,BNT-I (D3),Undirected,19374,NA,2,
RGCC,Immune system,Undirected,19375,NA,3,
FLUMIST (D3),ATP6V0D1,Undirected,19376,NA,2,1
"ZF2001 (V3, D07)",MS4A10,Undirected,19377,NA,2,1
TRBV6-1,Reg. of BP,Undirected,19378,NA,3,
COMPLEMENT IMMUNE SYSTEM,COLEC10,Undirected,19379,NA,2,1
MAP6D1,BNT-I (D3),Undirected,19380,NA,2,
Immune system,HERC5,Undirected,19381,NA,2,1
Immune system,IGKC,Undirected,19382,NA,3,1
SLC35A5,FLUARIX FLUVIRIN (D3),Undirected,19383,NA,2,
MONOV INFLUENZA A (D3),DDX60,Undirected,19384,NA,2,1
SUCLG1,FLUMIST (D3),Undirected,19385,NA,2,
Reg. of BP,MIR17HG,Undirected,19386,NA,3,1
"ChAd-BNT (V2, D3)",ATF3,Undirected,19387,NA,2,1
Reg. of BP,PPARG,Undirected,19388,NA,2,1
MAPK1,Cellular,Undirected,19389,NA,2,
CD70,ADAPTIVE IMMUNE SYSTEM,Undirected,19390,NA,2,
STAMARIL (D3),FLVCR2,Undirected,19391,NA,2,1
CD59,BNT-I (D3),Undirected,19392,NA,2,
SLC11A1,FLUARIX FLUVIRIN (D3),Undirected,19393,NA,2,
"ZF2001 (V3, D07)",TSPYL6,Undirected,19394,NA,2,1
KLRC2,ARPP,Undirected,19395,NA,2,
IRF7,IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,Undirected,19396,NA,2,
ZWINT,MONOV INFLUENZA A (D3),Undirected,19397,NA,2,
RPL39L,INFLUENZA (D1),Undirected,19398,NA,2,
SHTN1,"ChAd-BNT (V3, D1)",Undirected,19399,NA,2,
TRPS1,FLUARIX FLUVIRIN (D3),Undirected,19400,NA,2,
SCN1B,"ChAd-BNT (V2, D7)",Undirected,19401,NA,2,
TRAC,Interspecies interaction,Undirected,19402,NA,3,
HLA-DMB,FLUMIST (D3),Undirected,19403,NA,2,
MBIP,FLUMIST (D3),Undirected,19404,NA,2,
SYNCRIP,Immune system,Undirected,19405,NA,2,
MONOV INFLUENZA A (D28),ADGRD1,Undirected,19406,NA,2,-1
SCARF1,"ChAd-BNT (V3, D1)",Undirected,19407,NA,2,
JAG1,BNT-I (D1),Undirected,19408,NA,2,
"ZF2001 (V3, D07)",EMX2,Undirected,19409,NA,2,1
VSTM1,OTHER,Undirected,19410,NA,2,
"ChAd (V2, D1)",AGRN,Undirected,19411,NA,2,1
DEFA1B,ADAPTIVE IMMUNE SYSTEM,Undirected,19412,NA,2,
SCYL2,FLUARIX FLUVIRIN (D3),Undirected,19413,NA,2,
"ZF2001 (V3, D07)",EMX1,Undirected,19414,NA,2,1
MONOV INFLUENZA A (D28),ANXA5,Undirected,19415,NA,2,-1
"BNT-MO (V3, D1)",ASPHD2,Undirected,19416,NA,2,1
DHRS9,"ChAd-BNT (V2, D3)",Undirected,19417,NA,2,
Immune system,ALOX5,Undirected,19418,NA,3,1
VAV2,ADAPTIVE IMMUNE SYSTEM,Undirected,19419,NA,2,
HPV-VLP (M2),APOE,Undirected,19420,NA,2,-1
IFNE,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19421,NA,2,
JADE1,FLUARIX FLUVIRIN (D3),Undirected,19422,NA,2,
TNFAIP2,FLUARIX FLUVIRIN (D3),Undirected,19423,NA,2,
Metabolism,MAD2L2,Undirected,19424,NA,2,1
INFLUENZA (D1),DGKG,Undirected,19425,NA,2,-1
"ZF2001 (V3, D07)",PCDHGC5,Undirected,19426,NA,2,1
TRAV26-2,Immune system,Undirected,19427,NA,2,
SMC3,FLUARIX FLUVIRIN (D3),Undirected,19428,NA,2,
WARS1,PANDEMRIX (D7),Undirected,19429,NA,2,
SNORA80A,"BNT-MO (V3, D1)",Undirected,19430,NA,2,
"ChAd-BNT (V3, D1)",COL6A2,Undirected,19431,NA,2,-1
FLUARIX FLUVIRIN (D3),BOLA2,Undirected,19432,NA,2,1
TRIP13,"ChAd (V1, D7)",Undirected,19433,NA,2,
SNORD121A,"ChAd-BNT (V2, D7)",Undirected,19434,NA,2,
GADD45B,"BNT-MO (V3, D1)",Undirected,19435,NA,2,
HMCES,FLUMIST (D3),Undirected,19436,NA,2,
TLR4,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19437,NA,2,
Cellular,ADAM17,Undirected,19438,NA,3,1
Cellular,ADAM15,Undirected,19439,NA,2,1
TP53INP2,STAMARIL (D3),Undirected,19440,NA,2,
SLCO4A1,"ChAd (V1, D6)",Undirected,19441,NA,2,
METTL21EP,"ChAd-BNT (V2, D3)",Undirected,19442,NA,2,
"ZF2001 (V3, D07)",PCDHGB1,Undirected,19443,NA,2,1
Cellular,ADAM10,Undirected,19444,NA,2,1
MONOV INFLUENZA A (D1),IL23R,Undirected,19445,NA,2,-1
"ZF2001 (V3, D07)",ACSM2A,Undirected,19446,NA,2,1
"ZF2001 (V3, D07)",ACSM2B,Undirected,19447,NA,2,1
PLCG2,ARPP,Undirected,19448,NA,2,
MONOV INFLUENZA A (D1),IL1RN,Undirected,19449,NA,2,1
IL6ST,FLUARIX FLUVIRIN (D3),Undirected,19450,NA,2,
DCC,"ChAd-BNT (V2, D7)",Undirected,19451,NA,2,
"ZF2001 (V3, D07)",SLC2A4,Undirected,19452,NA,2,1
INNATE IMMUNE SYSTEM,FCGR1A,Undirected,19453,NA,2,1
TFEC,"ChAd-BNT (V2, D3)",Undirected,19454,NA,2,
NLRP12,Metabolism,Undirected,19455,NA,3,
TTLL1,INFLUENZA (D1),Undirected,19456,NA,2,
LVS F TULARENSIS (H336),DCTN2,Undirected,19457,NA,2,1
CSK,ADAPTIVE IMMUNE SYSTEM,Undirected,19458,NA,2,
Reg. of BP,PTGER4,Undirected,19459,NA,3,1
NXT2,INFLUENZA (D1),Undirected,19460,NA,2,
MONOV INFLUENZA A (D1),COLEC12,Undirected,19461,NA,2,-1
TRIM21,Interspecies interaction,Undirected,19462,NA,3,
Immune system,BST1,Undirected,19463,NA,3,1
Immune system,BST2,Undirected,19464,NA,3,1
P2RY4,"ChAd (V2, D3)",Undirected,19465,NA,2,
RAB13,HPV-VLP (M2),Undirected,19466,NA,2,
CD40,B CELLS,Undirected,19467,NA,2,
"ZF2001 (V3, D07)",FOLH1,Undirected,19468,NA,2,1
ZNF136,FLUMIST (D3),Undirected,19469,NA,2,
"ZF2001 (V3, D07)",CACNA1E,Undirected,19470,NA,2,1
MAP3K7,Cellular,Undirected,19471,NA,2,
ZMPSTE24,Interspecies interaction,Undirected,19472,NA,2,
TNPO2,HPV-VLP (M2),Undirected,19473,NA,2,
"ZF2001 (V3, D07)",CACNA1D,Undirected,19474,NA,2,1
NOMO3,"ChAd (V2, D7)",Undirected,19475,NA,2,
RPH3A,MONOV INFLUENZA A (D1),Undirected,19476,NA,2,
INIP,FLUARIX FLUVIRIN (D3),Undirected,19477,NA,2,
"ZF2001 (V3, D07)",CACNA1G,Undirected,19478,NA,2,1
INNATE IMMUNE SYSTEM,FCGR2B,Undirected,19479,NA,2,1
RNF213,"ChAd (V2, D1)",Undirected,19480,NA,2,
COMPLEMENT IMMUNE SYSTEM,C1QC,Undirected,19481,NA,2,1
COMPLEMENT IMMUNE SYSTEM,C1QB,Undirected,19482,NA,2,1
COMPLEMENT IMMUNE SYSTEM,C1QA,Undirected,19483,NA,2,1
"ZF2001 (V3, D07)",CACNA1B,Undirected,19484,NA,2,1
HPV-VLP (M2),AICDA,Undirected,19485,NA,2,1
FLUMIST (D3),C12orf29,Undirected,19486,NA,2,1
Reg. of BP,G3BP1,Undirected,19487,NA,2,1
Reg. of BP,G3BP2,Undirected,19488,NA,2,1
EFNB3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19489,NA,2,
RBM26,FLUMIST (D3),Undirected,19490,NA,2,
ZC3H12A,FLUMIST (D3),Undirected,19491,NA,2,
TRBV10-2,Immune system,Undirected,19492,NA,2,
WETVAX (D5-7),AP1S2,Undirected,19493,NA,2,1
WETVAX (D5-7),SRPK2,Undirected,19494,NA,2,-1
EDNRB,"BNT (V3, D1)",Undirected,19495,NA,2,
Metabolism,MFHAS1,Undirected,19496,NA,3,1
TTC39B,MONOV INFLUENZA A (D1),Undirected,19497,NA,2,
TMIGD2,BNT-I (D4),Undirected,19498,NA,2,
MONOV INFLUENZA A (D1),LGALS3BP,Undirected,19499,NA,2,1
