"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"REGULATION OF T CELL DIFFERENTIATION","ABL1,BRAF,CD2,HLA-DOA,IL15,SPINK5,PRELID1,TBX21,CRTAM,METTL3,CYP26B1,SLC46A2,CARD11,CCR2",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL DIFFERENTIATION IN THYMUS","CAMK4,CLPTM1,SOD1,SOS1,SOS2,ZEB1",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL HOMEOSTATIC PROLIFERATION","IL2,IL2RA,LMO1",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL MEDIATED CYTOTOXICITY","AGER,RIPK3",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL","HMGB1",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL MIGRATION","CCR6,CRK,CRKL,ECM1,SPN,SPNS2,GPR15LG",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL PROLIFERATION","BCL6,BID,TNFSF8,CTNNB1,LGALS3,RAC2,SOS1,SOS2,TNFRSF1B,TNFSF9,TNFSF18,CD209,IL27",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY","MALT1,CD300A,RC3H1",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL TOLERANCE INDUCTION","IL2RA",NA,NA,NA,NA,NA,NA
"REGULATION OF T-HELPER 1 CELL DIFFERENTIATION","IL27",NA,NA,NA,NA,NA,NA
"REGULATION OF T-HELPER 17 CELL DIFFERENTIATION","JUNB,BATF",NA,NA,NA,NA,NA,NA
"REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE","EPHB2",NA,NA,NA,NA,NA,NA
"REGULATION OF T-HELPER CELL DIFFERENTIATION","GATA3,HLA-DRA,HLA-DRB1,IRF4",NA,NA,NA,NA,NA,NA
"REGULATION OF THYMOCYTE MIGRATION","AIRE",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLERANCE INDUCTION","HMGB1,MARCHF7",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLERANCE INDUCTION DEPENDENT UPON IMMUNE RESPONSE","HAVCR2",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","APPL1,APPL2",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLL-LIKE RECEPTOR 6 SIGNALING PATHWAY","TREM2",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY","TLR9,FCRL3",NA,NA,NA,NA,NA,NA
"REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY","BIRC2,BIRC3,CD36,ESR1,GFI1,MFHAS1,TASL,MIR146A",NA,NA,NA,NA,NA,NA
"REGULATION OF TYPE 2 IMMUNE RESPONSE","ECM1",NA,NA,NA,NA,NA,NA
"REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","PTPN1,PTPN6,PTPN11,CDC37",NA,NA,NA,NA,NA,NA
"REGULATION OF TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","PTPN2,CDC37",NA,NA,NA,NA,NA,NA
"REGULATION OF TYPE IV HYPERSENSITIVITY","FUT7",NA,NA,NA,NA,NA,NA
"REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","MIR708",NA,NA,NA,NA,NA,NA
"REGULATORY T CELL DIFFERENTIATION","CD28","GO:0045066","Adaptive","Cellular","Differentiation, Treg cell","T cell",1
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","HCK,TREM2,SELENOK,CYBC1","GO:0045728","Innate","APC","Respiratory burst, Phagocytosis","APC",1
"RESPIRATORY BURST AFTER PHAGOCYTOSIS","HCK,TREM2,SELENOK,CYBC1",NA,NA,NA,NA,NA,NA
"RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE","PIK3CG,MPO,PIK3CD","GO:0002679","Innate","Undefined","Respiratory burst, Defense","Undefined",1
"RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE","PIK3CG,MPO,PIK3CD",NA,NA,NA,NA,NA,NA
"RESPIRATORY BURST INVOLVED IN INFLAMMATORY RESPONSE","PRDX2,LIPA","GO:0002536","Innate","Inflammation","Respiratory burst, Inflammation","Undefined",2
"RESPONSE TO TYPE I INTERFERON","SP100,SHMT2,CH25H,SMPD1,MX1,ISG15,SETD2,SHFL,TRIM56","GO:0034340","Innate","Innate","Response to Interferon I","Interferon 1",5
"RESPONSE TO TYPE I INTERFERON","SP100,SHMT2,CH25H,SMPD1,MX1,ISG15,SETD2,SHFL,TRIM56",NA,NA,NA,NA,NA,NA
"RESPONSE TO TYPE II INTERFERON","GCH1,SLC30A8,CD40,IFITM2,C9JQL5,IFITM1,BST2,IFITM3,TRIM21,SLC11A1,IL23R,CIITA,SP100,SNCA,STAT1,ADAMTS13,CD74,CYP27B1,MEFV,CITED1,SLC22A5,KYNU,CALCOCO2,UBD,NUB1,SHFL,CXCL16","GO:0034341","Innate","Innate","Response to Interferon II","Interferon 2",16
"RESPONSE TO TYPE II INTERFERON","GCH1,SLC30A8,CD40,IFITM2,C9JQL5,IFITM1,BST2,IFITM3,TRIM21,SLC11A1,IL23R,CIITA,SP100,SNCA,STAT1,ADAMTS13,CD74,CYP27B1,MEFV,CITED1,SLC22A5,KYNU,CALCOCO2,UBD,NUB1,SHFL,CXCL16",NA,NA,NA,NA,NA,NA
"RESPONSE TO TYPE III INTERFERON","IFNLR1,SHFL","GO:0034342","Innate","Innate","Response to Interferon III","Interferon 3",1
"RESPONSE TO TYPE III INTERFERON","IFNLR1,SHFL",NA,NA,NA,NA,NA,NA
"RIG-I SIGNALING PATHWAY","RNF135,PHB1,RIGI,LSM14A,OAS3,PHB2,CLPB","GO:0039529","Innate","PRR","PRR, RIG-I, Pathway","All",4
"RIG-I SIGNALING PATHWAY","RNF135,PHB1,RIGI,LSM14A,OAS3,PHB2,CLPB",NA,NA,NA,NA,NA,NA
"SEROTONIN SECRETION BY MAST CELL","SLC18A2","GO:0002552","Innate","Innate","Secretion, Serotonin, Mast cell","Mast cell",1
"SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA SOMATIC MUTATION","ADAR","GO:0002566","Adaptive","General","Somatic mutation, Immune receptors","Lymphocyte",1
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS","CTNNBL1,AICDA",NA,NA,NA,NA,NA,NA
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD3,SHLD1,SHLD2,MAD2L2","GO:0002208","Adaptive","Humoral","Somatic mutation, Ig","B cell",3
"SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","SHLD3,SHLD1,SHLD2,MAD2L2",NA,NA,NA,NA,NA,NA
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","UNG,MLH1,MSH2,MSH6,PMS2,POLB,MCM3AP,EXO1,POLQ,SAMHD1,POLL,AICDA","GO:0016446","Adaptive","Humoral","Somatic mutation, Ig genes","B cell",5
"SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","UNG,MLH1,MSH2,MSH6,PMS2,POLB,MCM3AP,EXO1,POLQ,SAMHD1,POLL,AICDA",NA,NA,NA,NA,NA,NA
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","MSH2,MSH6,MLH1,UNG,PMS2,MSH3","GO:0016447","Adaptive","Humoral","Somatic mutation, Ig gene segments","B cell",6
"SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENES INVOLVED IN IMMUNE RESPONSE","MLH1,MSH2","GO:0002204","Adaptive","Humoral","Somatic mutation, Ig genes involved in immune response","B cell",2
"SPLEEN DEVELOPMENT","HOXB4,NKX2-5,BCL3,LIPA,EPB42,ADAM17,CDKN2B,PBX1,NKX3-2,RC3H1,NFKB2,NKX2-3,CDH17,ABL1,CACNB4,BCL2,KMT2A,FGF10,ONECUT1,JARID2,PITX2,POLB,PKN1,TCF21,FADD,BCL2L11,CITED2,TRAF3IP2,RIPK3,FLVCR1,RC3H2,PPP2R3C,PCID2,BARX1,NFKBIZ,RBM15,CTC1","GO:0048536","Adaptive","Humoral","Development, Spleen","Spleen",17
"SPLEEN DEVELOPMENT","HOXB4,NKX2-5,BCL3,LIPA,EPB42,ADAM17,CDKN2B,PBX1,NKX3-2,RC3H1,NFKB2,NKX2-3,CDH17,ABL1,CACNB4,BCL2,KMT2A,FGF10,ONECUT1,JARID2,PITX2,POLB,PKN1,TCF21,FADD,BCL2L11,CITED2,TRAF3IP2,RIPK3,FLVCR1,RC3H2,PPP2R3C,PCID2,BARX1,NFKBIZ,RBM15,CTC1",NA,NA,NA,NA,NA,NA
"SPLEEN TRABECULA FORMATION","SLC40A1",NA,NA,NA,NA,NA,NA
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","SYK,PLCG2,KLRC1,EP300,CLEC6A,KLRC2,KLRC3,SRC,KLRK1,CREBBP,FYN,IKBKB,KLRD1,LYN,PAK1,PAK2,PAK3,MAP3K7,TRAF6,TYROBP,KLRC4,CLEC7A,KLRC4-KLRK1","GO:0002223","Innate","PRR","C-type lectin receptor, PRR","All",9
"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","SYK,PLCG2,KLRC1,EP300,CLEC6A,KLRC2,KLRC3,SRC,KLRK1,CREBBP,FYN,IKBKB,KLRD1,LYN,PAK1,PAK2,PAK3,MAP3K7,TRAF6,TYROBP,KLRC4,CLEC7A,KLRC4-KLRK1",NA,NA,NA,NA,NA,NA
"STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY","KIR2DS2,TYROBP","GO:0002222","Undefined","Undefined","Ig-like receptor, Pathway, Killer cell","Undefined",1
"STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY","KIR2DS2,TYROBP",NA,NA,NA,NA,NA,NA
"SUSCEPTIBILITY TO NATURAL KILLER CELL MEDIATED CYTOTOXICITY","PVR,NECTIN2,CADM1",NA,NA,NA,NA,NA,NA
"SUSCEPTIBILITY TO T CELL MEDIATED CYTOTOXICITY","PVR,NECTIN2",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION","CD86,PRKCQ,WAS,CHRNA7,CD28,CORO1A,HSPD1,RBX1,NCK1,SMAD3,PPP3CA,LAG3,NLRC3,PPP3CB,FKBP1A,MFAP3,PIK3CG,DPP4,TNFAIP8L2,CD7,CD276,VAV1,PTPRC,CD44,ITK,RASGRP1,CD80,DCAF12,CD3G,CD8B,ADA,ZAP70,DDOST,CASP8,CD2,CD3E,CD4,CD8A,IL4,IRF4,LY9,PIK3CD,NCK2,TNFSF14,CD84,RAB29,KIF13B,ICOSLG,LAT,FOXP3,SLAMF7,AZI2,CLEC7A,TREML2,SLA2,HSH2D,SLAMF9,CEACAM21,SLAMF6","GO:0042110","Adaptive","Cellular","Activation, T cell","T cell",33
"T CELL ACTIVATION","CD86,PRKCQ,WAS,CHRNA7,CD28,CORO1A,HSPD1,RBX1,NCK1,SMAD3,PPP3CA,LAG3,NLRC3,PPP3CB,FKBP1A,MFAP3,PIK3CG,DPP4,TNFAIP8L2,CD7,CD276,VAV1,PTPRC,CD44,ITK,RASGRP1,CD80,DCAF12,CD3G,CD8B,ADA,ZAP70,DDOST,CASP8,CD2,CD3E,CD4,CD8A,IL4,IRF4,LY9,PIK3CD,NCK2,TNFSF14,CD84,RAB29,KIF13B,ICOSLG,LAT,FOXP3,SLAMF7,AZI2,CLEC7A,TREML2,SLA2,HSH2D,SLAMF9,CEACAM21,SLAMF6",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNE,MDK,F2RL1,LCP1,PSEN1,IFNA8,CD1C,CD74,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IFNK,EIF2AK4","GO:0002286","Adaptive","Cellular","Activation, Immune response, T cell","T cell",9
"T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNE,MDK,F2RL1,LCP1,PSEN1,IFNA8,CD1C,CD74,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IFNK,EIF2AK4",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","APBB1IP,ITGAL,ICAM1,FGL2","GO:0002291","Adaptive","Cellular",NA,"T cell",2
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","APBB1IP,ITGAL,ICAM1,FGL2",NA,NA,NA,NA,NA,NA
"T CELL ANERGY","CBLB,CD3E,FOXP3,ITCH",NA,NA,NA,NA,NA,NA
"T CELL ANTIGEN PROCESSING AND PRESENTATION","KDM5D,TREX1,RFTN1,UNC93B1",NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CXCL12,CCL3,DEFA4,GPR183,SLC12A2,PIK3CG,DEFA1,CXCL10,PIK3CD,PLEC,CXCL11,TNFSF14,CCL26,CXCL16,DEFA1B","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7
"T CELL CHEMOTAXIS","CXCL12,CCL3,DEFA4,GPR183,SLC12A2,PIK3CG,DEFA1,CXCL10,PIK3CD,PLEC,CXCL11,TNFSF14,CCL26,CXCL16,DEFA1B",NA,NA,NA,NA,NA,NA
"T CELL COSTIMULATION","CD86,PTPN6,CAV1,SRC,PTPN11,DPP4,SPN,LGALS1,MAP3K8,KLRK1,CD160,CD24,AKT1,CD28,CD80,PIK3CA,EFNB1,EFNB2,VAV1,CSK,MTOR,CD40LG,CD3E,CD5,EFNB3,FYN,LCK,LYN,CCL19,CCL21,YES1,TNFSF14,TNFRSF14,TNFSF13B,HHLA2,CD274,ICOS,PDCD1LG2,CARD11,TNFRSF13C,TMIGD2,KLRC4-KLRK1","GO:0031295","Adaptive","Cellular","Costimulation, T cell","T cell",22
"T CELL COSTIMULATION","CD86,PTPN6,CAV1,SRC,PTPN11,DPP4,SPN,LGALS1,MAP3K8,KLRK1,CD160,CD24,AKT1,CD28,CD80,PIK3CA,EFNB1,EFNB2,VAV1,CSK,MTOR,CD40LG,CD3E,CD5,EFNB3,FYN,LCK,LYN,CCL19,CCL21,YES1,TNFSF14,TNFRSF14,TNFSF13B,HHLA2,CD274,ICOS,PDCD1LG2,CARD11,TNFRSF13C,TMIGD2,KLRC4-KLRK1",NA,NA,NA,NA,NA,NA
"T CELL DIFFERENTIATION","KDELR1,DTX1,GATA3,ITPKB,KIT,CTNNB1,IL2,FOSL2,PTPRC,ZAP70,VAV1,PPP3CB,SOX4,PTPN2,LIPA,LMBR1L,LFNG,LEPR,BCL2,GPR89A,LEP,EGR1,PKNOX1,IL7R,PIK3R1,NRARP,SP3,RAG2,GPR89B,RHOH,RUNX2,CD4,JAG2,LCK,PIK3CD,PIK3R2,WNT10B,PIK3R3,TCIRG1,TRAF3IP2,KAT7,IKZF3,PATZ1,PTPN22,DLL4,CHD7,PREX1,NHEJ1","GO:0030217","Adaptive","Cellular","Differentiation, T cell","T cell",29
"T CELL DIFFERENTIATION","KDELR1,DTX1,GATA3,ITPKB,KIT,CTNNB1,IL2,FOSL2,PTPRC,ZAP70,VAV1,PPP3CB,SOX4,PTPN2,LIPA,LMBR1L,LFNG,LEPR,BCL2,GPR89A,LEP,EGR1,PKNOX1,IL7R,PIK3R1,NRARP,SP3,RAG2,GPR89B,RHOH,RUNX2,CD4,JAG2,LCK,PIK3CD,PIK3R2,WNT10B,PIK3R3,TCIRG1,TRAF3IP2,KAT7,IKZF3,PATZ1,PTPN22,DLL4,CHD7,PREX1,NHEJ1",NA,NA,NA,NA,NA,NA
"T CELL DIFFERENTIATION IN THYMUS","RAG2,NKAP,STAT5B,IL2RG,IL7R,CTNNB1,RAG1,GLI3,ZFP36L2,NCAPH2,ZFP36L1,BCL2,ADAM17,PRKDC,GATA3,WNT4,RPS6,LIG4,CDK6,BRAF,B2M,JMJD6,PSMB11,TESPA1,ADA,GBA1,MR1,SHH,TP53,WNT1,FZD5,FZD7,FZD8,FADD,DNAJA3,MAFB,RIPK3,ZBTB1,BCL11B,PRR7,RABL3","GO:0033077","Adaptive","Cellular","Differentiation, T cell, Thymus","T cell",24
"T CELL DIFFERENTIATION IN THYMUS","RAG2,NKAP,STAT5B,IL2RG,IL7R,CTNNB1,RAG1,GLI3,ZFP36L2,NCAPH2,ZFP36L1,BCL2,ADAM17,PRKDC,GATA3,WNT4,RPS6,LIG4,CDK6,BRAF,B2M,JMJD6,PSMB11,TESPA1,ADA,GBA1,MR1,SHH,TP53,WNT1,FZD5,FZD7,FZD8,FADD,DNAJA3,MAFB,RIPK3,ZBTB1,BCL11B,PRR7,RABL3",NA,NA,NA,NA,NA,NA
"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","FCER1G,CLEC4E,CLEC4D","GO:0002292","Adaptive","Cellular","Differentiation, T cell, Immune response","T cell",1
"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","FCER1G,CLEC4E,CLEC4D",NA,NA,NA,NA,NA,NA
"T CELL EXTRAVASATION","XG,CD99","GO:0072683","Adaptive","Cellular","Extravasation, T cell","T cell",2
"T CELL HOMEOSTASIS","PPP2CA,CHST3,BCL2,SPNS2,JAK3,STAT5B,ZC3H8,NCKAP1L,PPP2R1A,RC3H1,IL7R,CORO1A,RAG1,PPP3CB,IL20RB,GPR15LG,CASP3,CCNB2,PRDX2,LGALS2,P2RX7,PMAIP1,FOXN1,TNFSF14,FADD,BCL2L11,TCIRG1,RIPK3,SIT1,SLC39A3,FOXP3,RC3H2,PPP2R3C,SLC46A2,GPR174","GO:0043029","Adaptive","Cellular","Homeostasis, T cell","T cell",19
"T CELL HOMEOSTASIS","PPP2CA,CHST3,BCL2,SPNS2,JAK3,STAT5B,ZC3H8,NCKAP1L,PPP2R1A,RC3H1,IL7R,CORO1A,RAG1,PPP3CB,IL20RB,GPR15LG,CASP3,CCNB2,PRDX2,LGALS2,P2RX7,PMAIP1,FOXN1,TNFSF14,FADD,BCL2L11,TCIRG1,RIPK3,SIT1,SLC39A3,FOXP3,RC3H2,PPP2R3C,SLC46A2,GPR174",NA,NA,NA,NA,NA,NA
"T CELL HOMEOSTATIC PROLIFERATION","BAX","GO:0001777","Adaptive","Cellular","Homeostasis, Proliferation, T cell","T cell",1
"T CELL LINEAGE COMMITMENT","IL7,BCL2,RAG2,PRKDC,TP53,FOXN1","GO:0002360","Adaptive","Cellular","Lineage commitment, T cell","T cell",4
"T CELL LINEAGE COMMITMENT","IL7,BCL2,RAG2,PRKDC,TP53,FOXN1",NA,NA,NA,NA,NA,NA
"T CELL MEANDERING MIGRATION","MYO1G","GO:0120117","Adaptive","Cellular","Migration, Meandering, T cell","T cell",1
"T CELL MEDIATED CYTOTOXICITY","GZMM,CTSH,TAP2,PPP3CB,PRF1,EMP2,CTSC,HPRT1,IL7R,B2M,HLA-A,P2RX7,MICA","GO:0001913","Adaptive","Cellular","T cell-mediated cytotoxicity","T cell",10
"T CELL MEDIATED CYTOTOXICITY","GZMM,CTSH,TAP2,PPP3CB,PRF1,EMP2,CTSC,HPRT1,IL7R,B2M,HLA-A,P2RX7,MICA",NA,NA,NA,NA,NA,NA
"T CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET","HLA-A,TRA,TRB",NA,NA,NA,NA,NA,NA
"T CELL MEDIATED IMMUNITY","CD46,CLEC4G,JAG1,MYO1G,CR2,BTN3A2,CD70,GNL1,CR1,C4BPA,CD8A,CR1L,BTN3A3,FOXP3,NFKBIZ,SCART1","GO:0002456","Adaptive","Cellular","T cell-mediated immunity","T cell",9
"T CELL MEDIATED IMMUNITY","CD46,CLEC4G,JAG1,MYO1G,CR2,BTN3A2,CD70,GNL1,CR1,C4BPA,CD8A,CR1L,BTN3A3,FOXP3,NFKBIZ,SCART1",NA,NA,NA,NA,NA,NA
"T CELL MIGRATION","GPR15,MYO1G,CORO1A,FUT7,ZAP70,S1PR1,MSN,CCL20,ITGB7,CCR6,SELENOK","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","GPR15,MYO1G,CORO1A,FUT7,ZAP70,S1PR1,MSN,CCL20,ITGB7,CCR6,SELENOK",NA,NA,NA,NA,NA,NA
"T CELL PROLIFERATION","PIK3CG,CD28,PSMB10,EFNB1,IL12B,CORO1A,PTPRC,FKBP1B,LIPA,PTPN6,KITLG,PPP3CB,LMBR1L,RASGRP1,IL20RB,MSN,CTPS1,TNFRSF4,IL2,IDO1,RC3H1,CD151,SCGB1A1,SPN,CCND3,PRDX2,DLG1,HES1,P2RX7,SHH,PDE5A,TNFSF14,SH2D2A,TSPAN32,EBI3,TNFSF13B,MALT1,NCSTN,IL23A,SASH3,RC3H2,PELI1,SELENOK,ARMC5","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PIK3CG,CD28,PSMB10,EFNB1,IL12B,CORO1A,PTPRC,FKBP1B,LIPA,PTPN6,KITLG,PPP3CB,LMBR1L,RASGRP1,IL20RB,MSN,CTPS1,TNFRSF4,IL2,IDO1,RC3H1,CD151,SCGB1A1,SPN,CCND3,PRDX2,DLG1,HES1,P2RX7,SHH,PDE5A,TNFSF14,SH2D2A,TSPAN32,EBI3,TNFSF13B,MALT1,NCSTN,IL23A,SASH3,RC3H2,PELI1,SELENOK,ARMC5",NA,NA,NA,NA,NA,NA
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","LILRB1,SLC11A1,RPS6,TP53,TNFSF18","GO:0002309","Adaptive","Cellular","Proliferation, Immune response, T cell","T cell",3
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","LILRB1,SLC11A1,RPS6,TP53,TNFSF18",NA,NA,NA,NA,NA,NA
"T CELL RECEPTOR SIGNALING PATHWAY","GATA3,SKAP1,THEMIS2,THEMIS,CD3G,KHDRBS1,PTPRC,CACNB3,ZAP70,BTK,PDE4B,PDE4D,RC3H1,CD247,ITK,UBE2N,ABL1,NFKBID,BRAF,CRKL,PLCG2,DENND1B,MAPK1,TXK,VTCN1,PSEN1,FYB2,CTLA4,BTNL8,CD8B,BTN3A2,BCL10,CSK,CD28,BTNL10P,TEC,ZNF683,CD276,PLCG1,EIF2B2,FOSL2,PTPN6,BCAR1,BTNL9,BTNL3,BTN2A1,HLA-DRB3,PTPRJ,PIK3CA,ADA,BTN1A1,CACNB4,CBLB,CD3D,CD3E,CD8A,EIF2B1,FYB1,FYN,HLA-A,HLA-DPB1,HLA-DQB1,HLA-DRB1,HRAS,IKBKB,INPP5D,LCK,LCP2,MOG,PIK3CD,SHB,STK11,MAP3K7,TRGC1,TRGC2,THY1,TRAF6,IKBKG,RIPK2,EIF2B4,EIF2B3,EIF2B5,BTN3A3,BTN2A2,RBCK1,MALT1,BTN3A1,HHLA2,FCHO1,RFTN1,ICOSLG,PRKD2,PTPN22,TNFRSF21,TRDC,TRBC2,TRBC1,TRAC,STOML2,FOXP3,RC3H2,BTN2A3P,LIME1,RNF31,BTNL2,NFKBIZ,WNK1,ZC3H12A,PRAM1,ERMAP,SPPL3","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","GATA3,SKAP1,THEMIS2,THEMIS,CD3G,KHDRBS1,PTPRC,CACNB3,ZAP70,BTK,PDE4B,PDE4D,RC3H1,CD247,ITK,UBE2N,ABL1,NFKBID,BRAF,CRKL,PLCG2,DENND1B,MAPK1,TXK,VTCN1,PSEN1,FYB2,CTLA4,BTNL8,CD8B,BTN3A2,BCL10,CSK,CD28,BTNL10P,TEC,ZNF683,CD276,PLCG1,EIF2B2,FOSL2,PTPN6,BCAR1,BTNL9,BTNL3,BTN2A1,HLA-DRB3,PTPRJ,PIK3CA,ADA,BTN1A1,CACNB4,CBLB,CD3D,CD3E,CD8A,EIF2B1,FYB1,FYN,HLA-A,HLA-DPB1,HLA-DQB1,HLA-DRB1,HRAS,IKBKB,INPP5D,LCK,LCP2,MOG,PIK3CD,SHB,STK11,MAP3K7,TRGC1,TRGC2,THY1,TRAF6,IKBKG,RIPK2,EIF2B4,EIF2B3,EIF2B5,BTN3A3,BTN2A2,RBCK1,MALT1,BTN3A1,HHLA2,FCHO1,RFTN1,ICOSLG,PRKD2,PTPN22,TNFRSF21,TRDC,TRBC2,TRBC1,TRAC,STOML2,FOXP3,RC3H2,BTN2A3P,LIME1,RNF31,BTNL2,NFKBIZ,WNK1,ZC3H12A,PRAM1,ERMAP,SPPL3",NA,NA,NA,NA,NA,NA
"T CELL RECEPTOR V(D)J RECOMBINATION","LIG4,PRKDC,LEF1,BCL11B","GO:0033153","Adaptive","Cellular","V(D)J, T cell, Receptor","T cell",2
"T CELL RECEPTOR V(D)J RECOMBINATION","LIG4,PRKDC,LEF1,BCL11B",NA,NA,NA,NA,NA,NA
"T CELL SELECTION","CD1D,CD4,CD74","GO:0045058","Adaptive","Cellular","Selection, T cell","T cell",1
"T CELL SELECTION","CD1D,CD4,CD74",NA,NA,NA,NA,NA,NA
"T CELL TOLERANCE INDUCTION","ICOS",NA,NA,NA,NA,NA,NA
