...1	Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue
13620	TC-83 (D2)	BCG (W10)	18	126	56	1065	490	IL1RN,CXCL10,CXCL8,GBP1,GBP4,GBP5,IFI44L,IFIH1,IFIT3,ISG15,LAMP3,MX1,OAS3,PARP9,SOCS1,STAT1,TNFAIP6,TRIM22	1.69	3.67	3.6361080124053498e-34	2.83633927034936e-34
13621	TC-83 (D7)	BCG (W10)	14	130	36	1065	273	CCR1,IL1RN,CXCL10,GBP1,IFI44L,IFIH1,IFIT3,ISG15,LAMP3,MX1,OAS3,PARP9,TNFAIP6,TRIM22	1.31	5.13	9.63853593580684e-27	5.93915487471016e-27
13622	MVA85A (D1)	BCG (W10)	4	140	5	1065	52	CXCL10,GBP5,IDO1,PARP9	0.38	7.69	2.20325931332706e-7	5.66114142869147e-8
13623	MVA85A (D28)	BCG (W10)	5	139	3	1065	75	CXCL10,GBP1,GBP4,PARP9,STAT1	0.47	6.67	1.0796949861664e-4	2.37092641699954e-5
13624	BBIBP (V3, D14)	BCG (W10)	1	143	6	1065	57	CCL3	0.09	1.75	4.89613180739347e-10	1.46760367941732e-10
13625	BBIBP (V3, D28)	BCG (W10)	1	143	0	1065	11	CXCL8	0.09	9.09	1	0.173737993497139
13627	BNT (V2, D1)	BCG (W10)	25	119	89	1065	739	CYBB,SLAMF8,APOL1,CXCL10,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IRF1,IRF9,ISG15,LAMP3,LIF,MX1,OAS3,PARP9,RIPK2,SOCS1,STAT1,TNFAIP6,TRIM22	2.35	3.38	9.39450063988232e-42	9.286551000976649e-42
13628	BNT (V3, D1)	BCG (W10)	29	115	110	1065	904	C3AR1,CYBB,IFI30,SLAMF8,APOL1,CCL3,CCL3L1,CXCL10,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IRF1,ISG15,LAMP3,LIF,MX1,OAS3,PARP9,PSMB9,RIPK2,SOCS1,STAT1,TNFAIP6,TRIM22	2.72	3.21	5.52328368997437e-45	6.02137137371856e-45
13629	BNT-I (D1)	BCG (W10)	17	127	144	1065	946	C5AR1,CCR5,CLEC5A,CXCL16,FCGRT,IL1R2,SPHK1,ADORA2A,CXCL2,CXCL3,CXCR5,NFKBIZ,OSM,PTX3,SLC7A5,TNF,XCL2	1.6	1.8	3.29171361720159e-63	7.28414547383131e-63
13630	BNT-I (D10, mild)	BCG (W10)	50	94	591	1065	4349	ANXA1,C3AR1,CD84,CEBPA,CEBPB,CLEC4A,CTSD,FGR,FKBP1A,GSN,HMOX1,IFI30,IL17RA,IL1R2,IL1RN,ITGAM,LGALS3,MITF,MPP1,PPARG,SPI1,TNFRSF21,VIM,ADA,BATF,CCL3L1,CCL4,CXCL10,CXCL3,CXCR5,GBP1,GBP2,IFI44L,IFIH1,IFIT3,IRF9,ISG15,LAMP3,MX1,OAS3,PARP9,PSMB9,RIPK2,RUNX3,TNFAIP6,TRAF4,TRIM22,VNN1,VPREB3,XCL2	4.69	1.15	3.3885793695453397e-82	1.38770888253786e-81
13631	BNT-I (D10, severe)	BCG (W10)	58	86	597	1065	4499	ANXA1,APOE,C3AR1,CD84,CEBPB,CLEC4A,CLEC5A,CSF1R,CTSD,FGR,GPNMB,GSN,HSD3B7,IFI30,IL17RA,IL1R2,IL1RN,ITGAM,KCNN4,NLRC4,PPARG,SERPINE1,TNFRSF21,VIM,APOL1,BATF,CCL20,CD38,CXCL10,CXCL2,CXCL3,CXCL8,CXCR5,EDN1,GBP1,GBP2,GBP5,IFI44L,IFIH1,IFIT3,ISG15,LAMP3,LTA,MAP3K8,MX1,OAS3,PARP9,PSMB9,PTX3,RIPK2,RUNX3,STAT1,TNF,TNFAIP6,TRAF4,TRIM22,VNN1,VPREB3	5.45	1.29	6.28705373525231e-74	2.0178368277487502e-73
13632	BNT-I (D26, mild)	BCG (W10)	18	126	340	1065	2431	AIF1,ANXA1,CEBPA,CLEC4A,CLEC5A,CTSD,FKBP1A,IFI30,IL1R2,ITGAM,LGALS3,MPP1,PPARG,VIM,CXCR5,NFKBIZ,VNN1,VPREB3	1.69	0.74	2.6217623802991e-97	1.86832094850554e-96
13633	BNT-I (D26, severe)	BCG (W10)	4	140	75	1065	516	CXCL2,MAP3K8,RIPK2,VPREB3	0.38	0.78	1.9929463504853397e-54	3.15801335500802e-54
13634	BNT-I (D3)	BCG (W10)	10	134	100	1065	679	CLEC5A,CXCL16,IL1R2,ADORA2A,EBI3,GBP2,GBP5,IRF1,NFKBIZ,VNN1	0.94	1.47	1.72692458841304e-57	3.06362210652508e-57
13635	BNT-I (D4)	BCG (W10)	1	143	21	1065	77	ADORA2A	0.09	1.3	1.15019119808401e-25	6.795220951215609e-26
13636	BNT-I-BNT (D51, mild)	BCG (W10)	2	142	65	1065	446	CXCR5,VPREB3	0.19	0.45	2.00849914712362e-52	2.94238787618109e-52
13637	BNT-I-BNT (D51, severe)	BCG (W10)	3	141	12	1065	46	CD300LB,FOS,OSM	0.28	6.52	1.6191308277363502e-15	6.24929917153979e-16
13638	BNT-MO (V3, D1)	BCG (W10)	37	107	158	1065	1281	C3AR1,CCR1,CYBB,FGL2,FOS,IFI30,IL1RN,SLAMF8,APOL1,CCL3,CCL3L1,CXCL10,CXCL2,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IL1B,IRF1,IRF9,ISG15,LAMP3,LIF,MX1,OAS3,OSM,PARP9,PSMB9,RIPK2,SOCS1,STAT1,TNFAIP6,TRIM22	3.47	2.89	3.75682270500939e-50	4.95671821015682e-50
13639	ChAd (V1, D3)	BCG (W10)	31	113	106	1065	995	AIF1,C3AR1,CD300C,CEBPA,CEBPB,HMOX1,IFI30,IL1R2,NLRC4,SLAMF8,BATF3,CCL1,CCL3L1,CXCL1,CXCL10,CXCL2,CXCL3,CXCL8,GBP1,GBP4,GBP5,IDO1,IFI44L,IFIT3,ISG15,LAMP3,MX1,OAS3,PARP9,PSMB9,STAT1	2.91	3.12	1.9452399057858598e-42	1.96445531386635e-42
13641	ChAd (V1, D7)	BCG (W10)	3	141	34	1065	272	CCL3,CD38,CXCL10	0.28	1.1	2.04199986663144e-33	1.56005553381756e-33
13642	ChAd (V2, D1)	BCG (W10)	28	116	116	1065	866	CCR1,CLEC4A,FGL2,IFI30,IL1RN,SLAMF8,APOL1,CXCL10,CXCL2,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IRF9,ISG15,LAMP3,LIF,MX1,OAS3,PARP9,SOCS1,STAT1,TNFAIP6,TRIM22	2.63	3.23	2.94793303582513e-47	3.51782352565321e-47
13645	ChAd-BNT (V2, D3)	BCG (W10)	37	107	145	1065	1209	APOE,CYBB,FGL2,FOS,FPR3,HSD3B7,IL1R2,IL1RN,SLAMF8,APOL1,CCL1,CCL20,CD38,CSF2,CXCL1,CXCL10,CXCL3,EBI3,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IL1A,IL6,ISG15,LAMP3,MX1,NFKBIZ,OAS3,PARP9,STAT1,TRIM22,XCL2	3.47	3.06	1.28311363065922e-47	1.54578774223307e-47
13646	ChAd-BNT (V2, D7)	BCG (W10)	23	121	94	1065	798	CCR1,CEBPB,IL1R2,IL1RN,CCL20,CCL3,CCL3L1,CCL4,CD38,CSF2,CXCL1,CXCL10,CXCL2,CXCL3,CXCL8,IFIT3,IL12B,IL1A,IL1B,PTX3,TNF,TNFAIP6,TNFSF4	2.16	2.88	1.20183712776132e-44	1.29466542752735e-44
13647	ChAd-BNT (V3, D1)	BCG (W10)	40	104	204	1065	1626	C3AR1,CD9,FGL2,FPR3,IFI30,IL1RN,PLA2G7,SLAMF8,APOL1,BATF3,CCL3,CCL3L1,CXCL10,CXCL2,CXCL3,GBP1,GBP2,GBP4,GBP5,IDO1,IFI44L,IFIH1,IFIT3,IL1B,IRF1,IRF9,ISG15,LAMP3,LIF,MX1,NFKBIZ,OAS3,PARP9,PSMB9,RIPK2,SOCS1,STAT1,TNFAIP6,TRIM22,VPREB3	3.76	2.46	9.45774012146096e-56	1.5948402978458998e-55
13648	I (D10, moderate)	BCG (W10)	39	105	445	1065	3175	ANXA1,C3AR1,CD9,CEBPA,CLEC4A,CLEC5A,CSF1R,IFI30,IL1R2,IL1RN,NLRC4,PLA2G7,PPARG,SERPINE1,TNFRSF21,VIM,BATF,CD38,CXCL10,CXCL2,CXCL3,CXCL8,CXCR5,GBP1,GBP2,IFI44L,IFIH1,IFIT3,ISG15,LAMP3,MX1,NFKBIZ,OAS3,PARP9,PTX3,RUNX3,TNFAIP6,TRIM22,VNN1	3.66	1.23	7.248969426711579e-84	3.1206141251343896e-83
13649	I (D10, severe)	BCG (W10)	37	107	498	1065	3665	ANXA1,C3AR1,CARD9,CCR1,CD300C,CD300LB,CD36,CD84,CD86,CD9,CEBPB,CSF1R,CXCL16,FPR3,IL17RA,IL1R2,ITGAM,LRP1,MPP1,PLA2G7,PPARG,THEMIS2,TNFRSF21,VIM,CCL20,CXCL2,EDN1,GBP4,IDO1,IL12B,MAP3K8,NFKBIZ,PARP9,PMAIP1,TNFAIP6,TRIM22,VNN1	3.47	1.01	1.85052381439797e-90	9.84867382944135e-90
13650	I (D26, moderate)	BCG (W10)	17	127	298	1065	2016	ANXA1,CD36,CD9,CLEC5A,GPNMB,IL1R2,ITGAM,NLRC4,PPARG,VIM,CXCL2,CXCL3,CXCR5,GBP4,RUNX3,TRAF4,VNN1	1.6	0.84	9.25348249280458e-93	5.3786947249894996e-92
13651	I (D26, severe)	BCG (W10)	35	109	492	1065	3289	ANXA1,C3AR1,CARD9,CD300C,CD300LB,CD9,CLEC5A,CSF1R,CXCL16,FPR3,IL1R2,IL1RN,LRP1,MPP1,NRROS,PPARG,RGCC,TNFRSF21,VIM,ADA,CCL20,CXCL2,CXCL3,EDN1,IFI44L,IL12B,MAP3K8,NFKBIZ,PARP9,PMAIP1,PTX3,RUNX3,TRIM22,VNN1,XCL2	3.29	1.06	2.64751871277661e-92	1.51104774454416e-91
13653	I (D51, severe)	BCG (W10)	41	103	334	1065	2435	C3AR1,CD86,CEBPB,CSF1R,FCGRT,FOS,FPR3,HAVCR2,IFI30,IL1R2,IL1RN,LGALS3,PPARG,SPHK1,SPI1,TNFRSF21,TYROBP,ADORA2A,BATF,CCL20,CXCL2,CXCL8,EDN1,GBP1,GBP2,IFIH1,IL1A,IRF1,MAP3K8,NFKBIZ,PARP9,PMAIP1,PSMB9,PTX3,RIPK2,SLC7A5,SOCS1,STAT1,TNFAIP6,TRIM22,VNN1	3.85	1.68	2.48160117079605e-71	7.52436885244976e-71
13655	I-I (D1)	BCG (W10)	1	143	13	1065	94	VPREB3	0.09	1.06	4.1251740834047195e-18	1.80417411173371e-18
13657	ZF2001 (V3, D07)	BCG (W10)	24	120	206	1065	1337	CEBPB,IL1RN,RGCC,SPHK1,ADORA2A,CCL20,CCL3,CCL4,CXCL2,CXCL3,CXCL8,IFIH1,IL1A,IL1B,MAP3K8,NFKBIZ,OSM,PMAIP1,PTX3,RIPK2,SLC7A5,SOCS1,TNF,TNFAIP6	2.25	1.8	5.61589191123914e-70	1.60989475738658e-69
13658	ZF2001 (V3, D14)	BCG (W10)	10	134	23	1065	192	IL1RN,RGCC,SPHK1,ADORA2A,CXCL2,CXCL8,IL1B,IL6,PMAIP1,PTX3	0.94	5.21	8.83286397211803e-21	4.36055792560212e-21
13659	ZF2001 (V3, D28)	BCG (W10)	8	136	9	1065	179	RGCC,CCL20,CCL3,CXCL2,CXCL8,IL1B,PMAIP1,PTX3	0.75	4.47	2.44038636618078e-10	7.43694527732992e-11
13660	TC-83 (D14)	PPD (W10)	2	99	120	724	779	LYZ,GBP1	0.28	0.26	9.2208777717593e-62	1.93200032974174e-61
13661	TC-83 (D2)	PPD (W10)	8	93	66	724	490	IL1RN,CXCL8,GBP1,GBP4,GBP5,LAMP3,PARP9,TNFAIP6	1.1	1.63	5.14301603804158e-38	4.43712770412012e-38
13662	TC-83 (D7)	PPD (W10)	6	95	44	724	273	CCR1,IL1RN,GBP1,LAMP3,PARP9,TNFAIP6	0.83	2.2	4.94747293407143e-31	3.5019274907098897e-31
13663	MVA85A (D1)	PPD (W10)	4	97	5	724	52	GBP5,IDO1,MT1G,PARP9	0.55	7.69	1.24332850645578e-6	3.05882052619076e-7
13664	MVA85A (D28)	PPD (W10)	3	98	5	724	75	GBP1,GBP4,PARP9	0.41	4	5.52590447313679e-7	1.38900605267969e-7
13665	BBIBP (V3, D14)	PPD (W10)	1	100	6	724	57	CCL3	0.14	1.75	3.87329752789961e-9	1.1015866312488802e-9
13666	BBIBP (V3, D28)	PPD (W10)	1	100	0	724	11	CXCL8	0.14	9.09	1	0.173737993497139
13668	BNT (V2, D1)	PPD (W10)	10	91	104	724	739	SLAMF8,GBP1,GBP2,GBP4,GBP5,IDO1,LAMP3,PARP9,RIPK2,TNFAIP6	1.38	1.35	2.43045622540591e-47	2.9058070028839703e-47
13669	BNT (V3, D1)	PPD (W10)	13	88	126	724	904	IFI30,SLAMF8,CCL3,CCL3L1,GBP1,GBP2,GBP4,GBP5,IDO1,LAMP3,PARP9,RIPK2,TNFAIP6	1.8	1.44	2.25290136952155e-49	2.89375736346253e-49
13670	BNT-I (D1)	PPD (W10)	17	84	144	724	946	C5AR1,CCR5,FCGRT,IL1R2,RAB34,SPHK1,ADORA2A,CXCL2,CXCL3,CXCR5,INHBA,NFKBIZ,OSM,PTX3,SLC7A5,THBS1,TNF	2.35	1.8	5.8368069784303094e-49	7.37693934326887e-49
13671	BNT-I (D10, mild)	PPD (W10)	30	71	611	724	4349	ANXA1,CEBPA,CTSD,FKBP1A,GSN,HMOX1,IFI30,IL1R2,IL1RN,ITGAM,LGALS3,MITF,MPP1,PPARG,TNFRSF21,VIM,BATF,CCL3L1,CCL4,CXCL3,CXCR5,GBP1,GBP2,LAMP3,PARP9,RIPK2,THBS1,TNFAIP6,TRAF4,VPREB3	4.14	0.69	3.91750237973273e-74	1.26053417387723e-73
13672	BNT-I (D10, severe)	PPD (W10)	38	63	617	724	4499	ANXA1,APOE,CSF1R,CTSD,GPNMB,GSN,HSD3B7,IFI30,IL1R2,IL1RN,ITGAM,NLRC4,PPARG,SERPINE1,TNFRSF21,VIM,BATF,CCL20,CXCL2,CXCL3,CXCL8,CXCR5,EDN1,GBP1,GBP2,GBP5,INHBA,LAMP3,LTA,MAP3K8,PARP9,PTX3,RIPK2,THBS1,TNF,TNFAIP6,TRAF4,VPREB3	5.25	0.84	3.4444566496547e-64	8.00114822396299e-64
13673	BNT-I (D26, mild)	PPD (W10)	15	86	343	724	2431	AIF1,ANXA1,CEBPA,CTSD,FKBP1A,IFI30,IL1R2,ITGAM,LGALS3,MPP1,PPARG,VIM,CXCR5,NFKBIZ,VPREB3	2.07	0.62	1.02921303507618e-76	3.61611515081175e-76
13674	BNT-I (D26, severe)	PPD (W10)	5	96	74	724	516	CXCL2,CXCL5,MAP3K8,RIPK2,VPREB3	0.69	0.97	6.24944666132715e-44	6.590855775861429e-44
13675	BNT-I (D3)	PPD (W10)	7	94	103	724	679	IL1R2,ADORA2A,CXCL5,EBI3,GBP2,GBP5,NFKBIZ	0.97	1.03	2.24000952306717e-50	2.97098712644876e-50
13676	BNT-I (D4)	PPD (W10)	1	100	21	724	77	ADORA2A	0.14	1.3	1.07288351591962e-22	5.705179463766219e-23
13677	BNT-I-BNT (D51, mild)	PPD (W10)	2	99	65	724	446	CXCR5,VPREB3	0.28	0.45	1.90907684032258e-44	2.0406702071191398e-44
13678	BNT-I-BNT (D51, severe)	PPD (W10)	1	100	14	724	46	OSM	0.14	2.17	4.21390614155965e-17	1.76173657281143e-17
13679	BNT-MO (V3, D1)	PPD (W10)	19	82	176	724	1281	CCR1,FGL2,IFI30,IL1RN,SLAMF8,CCL3,CCL3L1,CXCL2,GBP1,GBP2,GBP4,GBP5,IDO1,IL1B,LAMP3,OSM,PARP9,RIPK2,TNFAIP6	2.62	1.48	2.60053959737522e-52	3.78771244784738e-52
13680	ChAd (V1, D3)	PPD (W10)	22	79	115	724	995	AIF1,CEBPA,FCN1,GRN,HMOX1,IFI30,IL1R2,NLRC4,SLAMF8,CCL1,CCL3L1,CXCL1,CXCL2,CXCL3,CXCL8,GBP1,GBP4,GBP5,IDO1,LAMP3,MT1G,PARP9	3.04	2.21	4.19527064662108e-39	3.78786942403243e-39
13682	ChAd (V1, D7)	PPD (W10)	1	100	36	724	272	CCL3	0.14	0.37	2.58805698933289e-32	1.92477252008265e-32
13683	ChAd (V2, D1)	PPD (W10)	14	87	130	724	866	CCR1,FGL2,IFI30,IL1RN,SLAMF8,CXCL2,GBP1,GBP2,GBP4,GBP5,IDO1,LAMP3,PARP9,TNFAIP6	1.93	1.62	3.34840529766019e-49	4.28778708776718e-49
13686	ChAd-BNT (V2, D3)	PPD (W10)	24	77	158	724	1209	APOE,FGL2,FPR3,HSD3B7,IL1R2,IL1RN,SLAMF8,CCL1,CCL20,CSF2,CXCL1,CXCL3,CXCL5,EBI3,GBP1,GBP2,GBP4,GBP5,IDO1,IL1A,IL6,LAMP3,NFKBIZ,PARP9	3.31	1.99	6.824850010491969e-45	7.4274732712213e-45
13687	ChAd-BNT (V2, D7)	PPD (W10)	18	83	99	724	798	CCR1,IL1R2,IL1RN,CCL20,CCL3,CCL3L1,CCL4,CSF2,CXCL1,CXCL2,CXCL3,CXCL5,CXCL8,IL1A,IL1B,PTX3,TNF,TNFAIP6	2.49	2.26	7.63556974498174e-39	6.82084489677499e-39
13688	ChAd-BNT (V3, D1)	PPD (W10)	22	79	222	724	1626	CD9,FGL2,FPR3,IFI30,IL1RN,SLAMF8,CCL3,CCL3L1,CXCL2,CXCL3,GBP1,GBP2,GBP4,GBP5,IDO1,IL1B,LAMP3,NFKBIZ,PARP9,RIPK2,TNFAIP6,VPREB3	3.04	1.35	1.6697649848825097e-55	2.7895864202636297e-55
13689	I (D10, moderate)	PPD (W10)	26	75	458	724	3175	ANXA1,CD9,CEBPA,CSF1R,IFI30,IL1R2,IL1RN,NLRC4,PPARG,SERPINE1,TNFRSF21,VIM,BATF,CXCL2,CXCL3,CXCL8,CXCR5,GBP1,GBP2,LAMP3,MT1G,NFKBIZ,PARP9,PTX3,THBS1,TNFAIP6	3.59	0.82	3.7279783465571994e-71	1.11692164568447e-70
13690	I (D10, severe)	PPD (W10)	28	73	507	724	3665	ANXA1,CARD9,CCR1,CD36,CD86,CD9,CSF1R,FPR3,IL1R2,ITGAM,LRP1,MPP1,PPARG,THEMIS2,TNFRSF21,VIM,CCL20,CXCL2,EDN1,GBP4,IDO1,INHBA,MAP3K8,MT1G,NFKBIZ,PARP9,THBS1,TNFAIP6	3.87	0.76	1.66652484314102e-71	5.10206513091481e-71
13691	I (D26, moderate)	PPD (W10)	16	85	299	724	2016	ANXA1,CD36,CD9,GPNMB,IL1R2,ITGAM,NLRC4,PPARG,VIM,CXCL2,CXCL3,CXCR5,GBP4,INHBA,THBS1,TRAF4	2.21	0.79	4.57840286797804e-71	1.36522760074029e-70
13692	I (D26, severe)	PPD (W10)	24	77	503	724	3289	ANXA1,CARD9,CD9,CSF1R,FPR3,GRN,IL1R2,IL1RN,LRP1,MPP1,NRROS,PPARG,RGCC,TNFRSF21,VIM,CCL20,CXCL2,CXCL3,EDN1,INHBA,MAP3K8,NFKBIZ,PARP9,PTX3	3.31	0.73	1.7400965574581898e-76	6.029806650077769e-76
13694	I (D51, severe)	PPD (W10)	30	71	345	724	2435	CD86,CSF1R,FCGRT,FPR3,HAVCR2,IFI30,IL1R2,IL1RN,LGALS3,PPARG,SPHK1,TNFRSF21,ADORA2A,BATF,CCL20,CXCL2,CXCL8,EDN1,GBP1,GBP2,IL1A,INHBA,MAP3K8,NFKBIZ,PARP9,PTX3,RIPK2,SLC7A5,THBS1,TNFAIP6	4.14	1.23	1.01464740542257e-58	1.8932147328416e-58
13696	I-I (D1)	PPD (W10)	1	100	13	724	94	VPREB3	0.14	1.06	3.23066137519574e-16	1.28750566112647e-16
13698	ZF2001 (V3, D07)	PPD (W10)	21	80	209	724	1337	IL1RN,RGCC,SPHK1,ADORA2A,CCL20,CCL3,CCL4,CXCL2,CXCL3,CXCL8,IL1A,IL1B,INHBA,MAP3K8,NFKBIZ,OSM,PTX3,RIPK2,SLC7A5,TNF,TNFAIP6	2.9	1.57	6.607551288358829e-55	1.0726324867570399e-54
13699	ZF2001 (V3, D14)	PPD (W10)	9	92	24	724	192	IL1RN,RGCC,SPHK1,ADORA2A,CXCL2,CXCL8,IL1B,IL6,PTX3	1.24	4.69	1.1980413966665e-18	5.370060194964819e-19
13700	ZF2001 (V3, D28)	PPD (W10)	7	94	10	724	179	RGCC,CCL20,CCL3,CXCL2,CXCL8,IL1B,PTX3	0.97	3.91	3.77330910506462e-10	1.13780003084535e-10
13701	TC-83 (D2)	TC-83 (D14)	20	102	54	779	490	NA,DDX60,GBP1,GCH1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,SAMD9,TRIM22	2.57	4.08	6.78441291124061e-29	4.49209274446798e-29
13702	TC-83 (D7)	TC-83 (D14)	21	101	29	779	273	EPB42,PI3,SLC4A1,DDX60,GBP1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,SAMD9,TRIM22	2.7	7.69	6.81396111479164e-18	2.95046582397576e-18
13703	MVA85A (D1)	TC-83 (D14)	1	121	8	779	52	NA	0.13	1.92	5.54126506394291e-12	1.82395805497507e-12
13704	MVA85A (D28)	TC-83 (D14)	1	121	7	779	75	GBP1	0.13	1.33	8.004049536806439e-11	2.49217736269886e-11
13707	BNT (V1, D6)	TC-83 (D14)	1	121	1	779	13	IFI27	0.13	7.69	0.016260162601626	0.00306799674745481
13708	BNT (V2, D1)	TC-83 (D14)	20	102	94	779	739	DDX60,GBP1,GCH1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,SAMD9,TIFA,TRIM22	2.57	2.71	2.00095712266558e-41	1.94744052515986e-41
13709	BNT (V3, D1)	TC-83 (D14)	19	103	120	779	904	DDX60,GBP1,GCH1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,TIFA,TRIM22	2.44	2.1	3.3664490175457297e-49	4.30652079917501e-49
13710	BNT-I (D1)	TC-83 (D14)	5	117	156	779	946	EPB42,SLC4A1,IL7R,KLRC1,SBDS	0.64	0.53	2.90944469686825e-73	9.31419459027391e-73
13711	BNT-I (D10, mild)	TC-83 (D14)	57	65	584	779	4349	SLC4A1,AQP3,ATM,BCL11B,BIRC3,CAMK4,CBLB,CD28,CD3D,CRTAM,DDX60,DNAJB9,DOCK10,FYN,G3BP1,GBP1,GCH1,GZMA,HERC5,HMGB2,HSPH1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,IL7R,ISG15,ITK,KLRC2,KLRC3,KLRK1,LEF1,MFSD6,MS4A1,OAS1,OAS2,OAS3,OASL,PHF10,PLEKHA1,RASGRP1,RORA,RPS17,RSAD2,SH2D1A,SLC39A10,STK39,TGFBR3,THEMIS,TIFA,TPD52,TRAT1,TRIM22,UFL1	7.32	1.31	3.42646752094528e-58	6.281879530511351e-58
13712	BNT-I (D10, severe)	TC-83 (D14)	52	70	603	779	4499	ATM,BCL11B,CAMK4,CBLB,CD28,CD3D,CRTAM,DDX60,DNAJB9,DOCK10,FYN,G3BP1,GBP1,HERC5,HMGB2,HSPH1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,IL7R,ISG15,ITK,JCHAIN,KLRC2,KLRC3,KLRK1,LEF1,MFSD6,MZB1,OAS1,OAS2,OAS3,OASL,PHF10,PLEKHA1,RASGRP1,RORA,RPS17,RSAD2,SH2D1A,SLC39A10,STK39,TGFBR3,THEMIS,TIFA,TNFRSF17,TRAT1,TRIM22	6.68	1.16	2.28801096504575e-64	5.40440972293782e-64
13713	BNT-I (D26, mild)	TC-83 (D14)	23	99	335	779	2431	PI3,AQP3,ATM,BCL11B,BIRC3,BTN3A3,CAMK4,CBLB,DNAJB9,DOCK10,HMGB2,IL7R,ITK,KLRC3,LEF1,MFSD6,MS4A1,PHF10,PLEKHA1,RASGRP1,RPS17,THEMIS,TRAT1	2.95	0.95	1.70853448018553e-78	6.375855557641679e-78
13716	BNT-I (D4)	TC-83 (D14)	3	119	19	779	77	EPB42,SLC4A1,DNAJB9	0.39	3.9	9.74597490794128e-21	4.8075740589756995e-21
13717	BNT-I-BNT (D51, mild)	TC-83 (D14)	4	118	63	779	446	BTN3A3,IL7R,MS4A1,POU2AF1	0.51	0.9	3.6401121976391396e-45	4.00297404575396e-45
13719	BNT-MO (V3, D1)	TC-83 (D14)	23	99	172	779	1281	DDX60,GBP1,GCH1,HERC5,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,IGHV4-31,IGKV1-5,IGLV2-18,ISG15,KLRC3,OAS1,OAS2,OAS3,OASL,RSAD2,SAMD9,TIFA,TRIM22	2.95	1.8	2.2425314355412597e-56	3.8379779387616397e-56
13720	ChAd (V1, D3)	TC-83 (D14)	14	108	123	779	995	PI3,DDX60,GBP1,IFI27,IFI44,IFI44L,IFI6,IFIT1,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2	1.8	1.41	1.64761396374129e-54	2.63063015987179e-54
13721	ChAd (V1, D6)	TC-83 (D14)	19	103	66	779	350	EPB42,IFI27,IGHA1,IGHG1,IGHG2,IGHM,IGHV4-31,IGKC,IGKV1-5,IGKV1D-33,IGKV3-20,IGKV3D-11,IGKV3D-15,IGLV1-44,IGLV2-23,JCHAIN,MZB1,POU2AF1,TNFRSF17	2.44	5.43	8.48345764896867e-34	6.580877051358759e-34
13722	ChAd (V1, D7)	TC-83 (D14)	7	115	30	779	272	EPB42,PI3,SLC4A1,IFI27,JCHAIN,MZB1,TNFRSF17	0.9	2.57	2.0565129033607599e-25	1.20035054540867e-25
13723	ChAd (V2, D1)	TC-83 (D14)	21	101	123	779	866	DDX60,GBP1,GCH1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT5,IGKC,IGKV4-1,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,SAMD9,TRIM22	2.7	2.42	3.1127755990643596e-48	3.83798790623952e-48
13726	ChAd-BNT (V2, D3)	TC-83 (D14)	19	103	163	779	1209	PI3,BMI1,DDX60,GBP1,GCH1,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,ISG15,OAS1,OAS2,OAS3,OASL,RSAD2,TRIM22	2.44	1.57	1.76469113428948e-58	3.26853405413665e-58
13727	ChAd-BNT (V2, D7)	TC-83 (D14)	8	114	109	779	798	EPB42,PI3,SLC4A1,IFIT1,JCHAIN,MZB1,RSAD2,TNFRSF17	1.03	1	7.908633451995709e-57	1.38164246241893e-56
