"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"12352","TNF","Infection",2,NA,"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12353","TNF","Infection",2,NA,"CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12354","TNF","Infection",2,NA,"LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE","Infection and vaccination"
"12355","TNF","Infection",2,NA,"REGULATION OF IMMUNOGLOBULIN PRODUCTION","Infection and vaccination"
"12356","TNF","Infection",2,NA,"NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12357","TNF","Infection",2,NA,"POSITIVE REGULATION OF CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12358","TNF","Infection",2,NA,"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Infection and vaccination"
"12359","TNF","Infection",2,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12360","TNF","Infection",2,NA,"TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12361","TNF","Infection",2,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12362","TNF","Infection",2,NA,"LEUKOCYTE TETHERING OR ROLLING","Infection and vaccination"
"12363","TNF","Infection",2,NA,"CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12364","TNF","Infection",2,NA,"POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION","Infection and vaccination"
"12365","TNF","Infection",2,NA,"POSITIVE REGULATION OF NEUTROPHIL ACTIVATION","Infection and vaccination"
"12366","TNFAIP3","Vaccination",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12367","TNFAIP3","Vaccination",4,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12368","TNFAIP3","Vaccination",4,"B cells","B CELLS","Infection and vaccination"
"12369","TNFAIP3","Vaccination",4,"Homeostasis, B-1 B cell","B-1 B CELL HOMEOSTASIS","Infection and vaccination"
"12370","TNFAIP3","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12371","TNFAIP3","Vaccination",4,"PRR, NOD","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","Infection and vaccination"
"12372","TNFAIP3","Vaccination",4,"Tolerance, Induction, LPS","TOLERANCE INDUCTION TO LIPOPOLYSACCHARIDE","Infection and vaccination"
"12373","TNFAIP3","Vaccination",4,NA,"REGULATION OF GERMINAL CENTER FORMATION","Infection and vaccination"
"12374","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","Infection and vaccination"
"12375","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12376","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Infection and vaccination"
"12377","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY","Infection and vaccination"
"12378","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12379","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF B CELL ACTIVATION","Infection and vaccination"
"12380","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","Infection and vaccination"
"12381","TNFAIP3","Vaccination",4,NA,"NEGATIVE REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","Infection and vaccination"
"12382","TNFAIP3","Infection",5,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12383","TNFAIP3","Infection",5,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12384","TNFAIP3","Infection",5,"B cells","B CELLS","Infection and vaccination"
"12385","TNFAIP3","Infection",5,"Homeostasis, B-1 B cell","B-1 B CELL HOMEOSTASIS","Infection and vaccination"
"12386","TNFAIP3","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12387","TNFAIP3","Infection",5,"PRR, NOD","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","Infection and vaccination"
"12388","TNFAIP3","Infection",5,"Tolerance, Induction, LPS","TOLERANCE INDUCTION TO LIPOPOLYSACCHARIDE","Infection and vaccination"
"12389","TNFAIP3","Infection",5,NA,"REGULATION OF GERMINAL CENTER FORMATION","Infection and vaccination"
"12390","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","Infection and vaccination"
"12391","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12392","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Infection and vaccination"
"12393","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY","Infection and vaccination"
"12394","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12395","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF B CELL ACTIVATION","Infection and vaccination"
"12396","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","Infection and vaccination"
"12397","TNFAIP3","Infection",5,NA,"NEGATIVE REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","Infection and vaccination"
"12398","TNFAIP6","Vaccination",7,NA,"NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12399","TNFAIP6","Vaccination",7,NA,"NEGATIVE REGULATION OF NEUTROPHIL CHEMOTAXIS","Infection and vaccination"
"12400","TNFAIP6","Infection",5,NA,"NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12401","TNFAIP6","Infection",5,NA,"NEGATIVE REGULATION OF NEUTROPHIL CHEMOTAXIS","Infection and vaccination"
"12402","TNFRSF13B","Vaccination",2,NA,"B CELL HOMEOSTASIS","Infection and vaccination"
"12403","TNFRSF13B","Vaccination",2,NA,"ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12404","TNFRSF13B","Vaccination",2,NA,"NEGATIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12405","TNFRSF13B","Infection",1,NA,"B CELL HOMEOSTASIS","Infection and vaccination"
"12406","TNFRSF13B","Infection",1,NA,"ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12407","TNFRSF13B","Infection",1,NA,"NEGATIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12408","TNFRSF17","Vaccination",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12409","TNFRSF17","Vaccination",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12410","TNFRSF17","Vaccination",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12411","TNFRSF17","Vaccination",3,"Homeostasis, Lymphocyte","LYMPHOCYTE HOMEOSTASIS","Infection and vaccination"
"12412","TNFRSF17","Infection",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12413","TNFRSF17","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12414","TNFRSF17","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12415","TNFRSF17","Infection",3,"Homeostasis, Lymphocyte","LYMPHOCYTE HOMEOSTASIS","Infection and vaccination"
"12416","TNFRSF4","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12417","TNFRSF4","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12418","TNFRSF4","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"12419","TNFRSF4","Vaccination",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"12420","TNFRSF4","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"12421","TNFRSF4","Vaccination",1,NA,"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","Infection and vaccination"
"12422","TNFRSF4","Vaccination",1,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12423","TNFRSF4","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12424","TNFRSF4","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12425","TNFRSF4","Infection",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"12426","TNFRSF4","Infection",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"12427","TNFRSF4","Infection",1,"T cells","T CELLS","Infection and vaccination"
"12428","TNFRSF4","Infection",1,NA,"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","Infection and vaccination"
"12429","TNFRSF4","Infection",1,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12430","TNFSF10","Vaccination",7,NA,"OTHER","Infection and vaccination"
"12431","TNFSF10","Vaccination",7,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"12432","TNFSF10","Infection",2,NA,"OTHER","Infection and vaccination"
"12433","TNFSF10","Infection",2,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"12434","TNFSF11","Vaccination",2,NA,"MONOCYTE CHEMOTAXIS","Infection and vaccination"
"12435","TNFSF11","Vaccination",2,NA,"IMMUNE RESPONSE","Infection and vaccination"
"12436","TNFSF11","Vaccination",2,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12437","TNFSF11","Vaccination",2,NA,"POSITIVE REGULATION OF T CELL ACTIVATION","Infection and vaccination"
"12438","TNFSF11","Vaccination",2,NA,"POSITIVE REGULATION OF OSTEOCLAST DEVELOPMENT","Infection and vaccination"
"12439","TNFSF11","Infection",5,NA,"MONOCYTE CHEMOTAXIS","Infection and vaccination"
"12440","TNFSF11","Infection",5,NA,"IMMUNE RESPONSE","Infection and vaccination"
"12441","TNFSF11","Infection",5,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12442","TNFSF11","Infection",5,NA,"POSITIVE REGULATION OF T CELL ACTIVATION","Infection and vaccination"
"12443","TNFSF11","Infection",5,NA,"POSITIVE REGULATION OF OSTEOCLAST DEVELOPMENT","Infection and vaccination"
"12444","TNFSF13B","Vaccination",6,NA,"B CELL HOMEOSTASIS","Infection and vaccination"
"12445","TNFSF13B","Vaccination",6,NA,"GERMINAL CENTER FORMATION","Infection and vaccination"
"12446","TNFSF13B","Vaccination",6,NA,"POSITIVE REGULATION OF GERMINAL CENTER FORMATION","Infection and vaccination"
"12447","TNFSF13B","Vaccination",6,NA,"B CELL DIFFERENTIATION","Infection and vaccination"
"12448","TNFSF13B","Vaccination",6,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12449","TNFSF13B","Vaccination",6,NA,"T CELL COSTIMULATION","Infection and vaccination"
"12450","TNFSF13B","Vaccination",6,NA,"B CELL COSTIMULATION","Infection and vaccination"
"12451","TNFSF13B","Vaccination",6,NA,"T CELL PROLIFERATION","Infection and vaccination"
"12452","TNFSF13B","Vaccination",6,NA,"B CELL PROLIFERATION","Infection and vaccination"
"12453","TNFSF13B","Vaccination",6,NA,"POSITIVE REGULATION OF T CELL PROLIFERATION","Infection and vaccination"
"12454","TNFSF13B","Infection",3,NA,"B CELL HOMEOSTASIS","Infection and vaccination"
"12455","TNFSF13B","Infection",3,NA,"GERMINAL CENTER FORMATION","Infection and vaccination"
"12456","TNFSF13B","Infection",3,NA,"POSITIVE REGULATION OF GERMINAL CENTER FORMATION","Infection and vaccination"
"12457","TNFSF13B","Infection",3,NA,"B CELL DIFFERENTIATION","Infection and vaccination"
"12458","TNFSF13B","Infection",3,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12459","TNFSF13B","Infection",3,NA,"T CELL COSTIMULATION","Infection and vaccination"
"12460","TNFSF13B","Infection",3,NA,"B CELL COSTIMULATION","Infection and vaccination"
"12461","TNFSF13B","Infection",3,NA,"T CELL PROLIFERATION","Infection and vaccination"
"12462","TNFSF13B","Infection",3,NA,"B CELL PROLIFERATION","Infection and vaccination"
"12463","TNFSF13B","Infection",3,NA,"POSITIVE REGULATION OF T CELL PROLIFERATION","Infection and vaccination"
"12464","TRAFD1","Vaccination",5,NA,"NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12465","TRAFD1","Infection",3,NA,"NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12466","TREM1","Vaccination",1,NA,"ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12467","TREM1","Vaccination",1,NA,"CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12468","TREM1","Vaccination",1,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12469","TREM1","Vaccination",1,NA,"NEUTROPHIL CHEMOTAXIS","Infection and vaccination"
"12470","TREM1","Vaccination",1,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12471","TREM1","Vaccination",1,NA,"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","Infection and vaccination"
"12472","TREM1","Infection",4,NA,"ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12473","TREM1","Infection",4,NA,"CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12474","TREM1","Infection",4,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12475","TREM1","Infection",4,NA,"NEUTROPHIL CHEMOTAXIS","Infection and vaccination"
"12476","TREM1","Infection",4,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12477","TREM1","Infection",4,NA,"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","Infection and vaccination"
"12478","TREM2","Vaccination",1,NA,"MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12479","TREM2","Vaccination",1,NA,"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12480","TREM2","Vaccination",1,NA,"POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"12481","TREM2","Vaccination",1,NA,"NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12482","TREM2","Vaccination",1,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12483","TREM2","Vaccination",1,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","Infection and vaccination"
"12484","TREM2","Vaccination",1,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Infection and vaccination"
"12485","TREM2","Vaccination",1,NA,"REGULATION OF TOLL-LIKE RECEPTOR 6 SIGNALING PATHWAY","Infection and vaccination"
"12486","TREM2","Vaccination",1,NA,"REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12487","TREM2","Vaccination",1,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12488","TREM2","Vaccination",1,NA,"RESPIRATORY BURST AFTER PHAGOCYTOSIS","Infection and vaccination"
"12489","TREM2","Vaccination",1,NA,"POSITIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12490","TREM2","Vaccination",1,NA,"POSITIVE REGULATION OF MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12491","TREM2","Vaccination",1,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Infection and vaccination"
"12492","TREM2","Infection",2,NA,"MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12493","TREM2","Infection",2,NA,"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12494","TREM2","Infection",2,NA,"POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"12495","TREM2","Infection",2,NA,"NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12496","TREM2","Infection",2,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12497","TREM2","Infection",2,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","Infection and vaccination"
"12498","TREM2","Infection",2,NA,"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Infection and vaccination"
"12499","TREM2","Infection",2,NA,"REGULATION OF TOLL-LIKE RECEPTOR 6 SIGNALING PATHWAY","Infection and vaccination"
"12500","TREM2","Infection",2,NA,"REGULATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12501","TREM2","Infection",2,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12502","TREM2","Infection",2,NA,"RESPIRATORY BURST AFTER PHAGOCYTOSIS","Infection and vaccination"
"12503","TREM2","Infection",2,NA,"POSITIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12504","TREM2","Infection",2,NA,"POSITIVE REGULATION OF MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12505","TREM2","Infection",2,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Infection and vaccination"
"12506","TREML1","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12507","TREML1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12508","TREML1","Infection",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12509","TREML1","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12510","TREML4","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12511","TREML4","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12512","TREML4","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12513","TREML4","Vaccination",1,NA,"POSITIVE REGULATION OF TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","Infection and vaccination"
"12514","TREML4","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12515","TREML4","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12516","TREML4","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12517","TREML4","Infection",1,NA,"POSITIVE REGULATION OF TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","Infection and vaccination"
"12518","TRIB1","Vaccination",4,NA,"POSITIVE REGULATION OF EOSINOPHIL DIFFERENTIATION","Infection and vaccination"
"12519","TRIB1","Vaccination",4,NA,"POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION","Infection and vaccination"
"12520","TRIB1","Vaccination",4,NA,"NEGATIVE REGULATION OF NEUTROPHIL DIFFERENTIATION","Infection and vaccination"
"12521","TRIB1","Infection",11,NA,"POSITIVE REGULATION OF EOSINOPHIL DIFFERENTIATION","Infection and vaccination"
"12522","TRIB1","Infection",11,NA,"POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION","Infection and vaccination"
