"","genes","infection_vaccination","n_conditions","comparison"
"12933","FABP2","Vaccination",1,"Vaccination only"
"12934","FABP5","Vaccination",1,"Vaccination only"
"12935","FABP7P1","Vaccination",1,"Vaccination only"
"12936","FAIM2","Vaccination",1,"Vaccination only"
"12937","FALEC","Vaccination",1,"Vaccination only"
"12938","FAM104B","Vaccination",1,"Vaccination only"
"12939","FAM110B","Vaccination",1,"Vaccination only"
"12940","FAM111B","Vaccination",1,"Vaccination only"
"12941","FAM131B","Vaccination",1,"Vaccination only"
"12942","FAM133DP","Vaccination",1,"Vaccination only"
"12943","FAM133EP","Vaccination",1,"Vaccination only"
"12944","FAM133FP","Vaccination",1,"Vaccination only"
"12945","FAM135B","Vaccination",1,"Vaccination only"
"12946","FAM149A","Vaccination",1,"Vaccination only"
"12947","FAM151B","Vaccination",1,"Vaccination only"
"12948","FAM156A","Vaccination",1,"Vaccination only"
"12949","FAM157B","Vaccination",1,"Vaccination only"
"12950","FAM157C","Vaccination",1,"Vaccination only"
"12951","FAM167B","Vaccination",1,"Vaccination only"
"12952","FAM169BP","Vaccination",1,"Vaccination only"
"12953","FAM171A2","Vaccination",1,"Vaccination only"
"12954","FAM172BP","Vaccination",1,"Vaccination only"
"12955","FAM173A","Vaccination",1,"Vaccination only"
"12956","FAM180B","Vaccination",1,"Vaccination only"
"12957","FAM181B","Vaccination",1,"Vaccination only"
"12958","FAM182A","Vaccination",1,"Vaccination only"
"12959","FAM182B","Vaccination",1,"Vaccination only"
"12960","FAM186A","Vaccination",1,"Vaccination only"
"12961","FAM186B","Vaccination",1,"Vaccination only"
"12962","FAM192BP","Vaccination",1,"Vaccination only"
"12963","FAM196B","Vaccination",1,"Vaccination only"
"12964","FAM197Y8","Vaccination",1,"Vaccination only"
"12965","FAM201A","Vaccination",1,"Vaccination only"
"12966","FAM201B","Vaccination",1,"Vaccination only"
"12967","FAM216B","Vaccination",1,"Vaccination only"
"12968","FAM221A","Vaccination",1,"Vaccination only"
"12969","FAM227A","Vaccination",1,"Vaccination only"
"12970","FAM229A","Vaccination",1,"Vaccination only"
"12971","FAM26E","Vaccination",1,"Vaccination only"
"12972","FAM3B","Vaccination",1,"Vaccination only"
"12973","FAM46A","Vaccination",1,"Vaccination only"
"12974","FAM47E","Vaccination",1,"Vaccination only"
"12975","FAM47E-STBD1","Vaccination",1,"Vaccination only"
"12976","FAM53A","Vaccination",1,"Vaccination only"
"12977","FAM78B","Vaccination",1,"Vaccination only"
"12978","FAM83B","Vaccination",1,"Vaccination only"
"12979","FAM83C","Vaccination",1,"Vaccination only"
"12980","FAM83H-AS1","Vaccination",1,"Vaccination only"
"12981","FAM86JP","Vaccination",1,"Vaccination only"
"12982","FAM8A1","Vaccination",1,"Vaccination only"
"12983","FAM90A24P","Vaccination",1,"Vaccination only"
"12984","FAM9A","Vaccination",1,"Vaccination only"
"12985","FAM9C","Vaccination",1,"Vaccination only"
"12986","FANK1","Vaccination",1,"Vaccination only"
"12987","FARP1-AS1","Vaccination",1,"Vaccination only"
"12988","FASTKD5","Vaccination",1,"Vaccination only"
"12989","FAT1","Vaccination",1,"Vaccination only"
"12990","FAT3","Vaccination",1,"Vaccination only"
"12991","FAUP4","Vaccination",1,"Vaccination only"
"12992","FBLN2","Vaccination",1,"Vaccination only"
"12993","FBN2","Vaccination",1,"Vaccination only"
"12994","FBP1","Vaccination",1,"Vaccination only"
"12995","FBXL13","Vaccination",1,"Vaccination only"
"12996","FBXL16","Vaccination",1,"Vaccination only"
"12997","FBXO17","Vaccination",1,"Vaccination only"
"12998","FBXO33","Vaccination",1,"Vaccination only"
"12999","FBXO34-AS1","Vaccination",1,"Vaccination only"
"13000","FBXO38-DT","Vaccination",1,"Vaccination only"
"13001","FBXO40","Vaccination",1,"Vaccination only"
"13002","FBXO43","Vaccination",1,"Vaccination only"
"13003","FBXW10B","Vaccination",1,"Vaccination only"
"13004","FBXW12","Vaccination",1,"Vaccination only"
"13005","FCRL5","Vaccination",1,"Vaccination only"
"13006","FDPSP2","Vaccination",1,"Vaccination only"
"13007","FER1L6","Vaccination",1,"Vaccination only"
"13008","FFAR1","Vaccination",1,"Vaccination only"
"13009","FFAR4","Vaccination",1,"Vaccination only"
"13010","FGD2","Vaccination",1,"Vaccination only"
"13011","FGD5P1","Vaccination",1,"Vaccination only"
"13012","FGD6","Vaccination",1,"Vaccination only"
"13013","FGF1","Vaccination",1,"Vaccination only"
"13014","FGF12","Vaccination",1,"Vaccination only"
"13015","FGF14","Vaccination",1,"Vaccination only"
"13016","FGF17","Vaccination",1,"Vaccination only"
"13017","FGF18","Vaccination",1,"Vaccination only"
"13018","FGF2","Vaccination",1,"Vaccination only"
"13019","FGF22","Vaccination",1,"Vaccination only"
"13020","FGF23","Vaccination",1,"Vaccination only"
"13021","FGF5","Vaccination",1,"Vaccination only"
"13022","FGF7","Vaccination",1,"Vaccination only"
"13023","FGF8","Vaccination",1,"Vaccination only"
"13024","FGF9","Vaccination",1,"Vaccination only"
"13025","FGFBP2","Vaccination",1,"Vaccination only"
"13026","FGFR1","Vaccination",1,"Vaccination only"
"13027","FHOD3","Vaccination",1,"Vaccination only"
"13028","FIGN","Vaccination",1,"Vaccination only"
"13029","FIGNL2","Vaccination",1,"Vaccination only"
"13030","FITM1","Vaccination",1,"Vaccination only"
"13031","FKBP1C","Vaccination",1,"Vaccination only"
"13032","FLG2","Vaccination",1,"Vaccination only"
"13033","FLNB-AS1","Vaccination",1,"Vaccination only"
"13034","FLRT2","Vaccination",1,"Vaccination only"
"13035","FLRT3","Vaccination",1,"Vaccination only"
"13036","FMN2","Vaccination",1,"Vaccination only"
"13037","FMO2","Vaccination",1,"Vaccination only"
"13038","FOLH1","Vaccination",1,"Vaccination only"
"13039","FOLR1P1","Vaccination",1,"Vaccination only"
"13040","FOLR2","Vaccination",1,"Vaccination only"
"13041","FOXA1","Vaccination",1,"Vaccination only"
"13042","FOXB1","Vaccination",1,"Vaccination only"
"13043","FOXC1","Vaccination",1,"Vaccination only"
"13044","FOXD4L1","Vaccination",1,"Vaccination only"
"13045","FOXD4L5","Vaccination",1,"Vaccination only"
"13046","FOXE3","Vaccination",1,"Vaccination only"
"13047","FOXH1","Vaccination",1,"Vaccination only"
"13048","FOXI1","Vaccination",1,"Vaccination only"
"13049","FOXI2","Vaccination",1,"Vaccination only"
"13050","FOXL2NB","Vaccination",1,"Vaccination only"
"13051","FOXM1","Vaccination",1,"Vaccination only"
"13052","FOXN4","Vaccination",1,"Vaccination only"
"13053","FOXO6","Vaccination",1,"Vaccination only"
"13054","FOXP2","Vaccination",1,"Vaccination only"
"13055","FPGT-TNNI3K","Vaccination",1,"Vaccination only"
"13056","FREM1","Vaccination",1,"Vaccination only"
"13057","FREM2","Vaccination",1,"Vaccination only"
"13058","FREM3","Vaccination",1,"Vaccination only"
"13059","FRMD1","Vaccination",1,"Vaccination only"
"13060","FRMPD1","Vaccination",1,"Vaccination only"
"13061","FRMPD2","Vaccination",1,"Vaccination only"
"13062","FRRS1","Vaccination",1,"Vaccination only"
"13063","FSCN3","Vaccination",1,"Vaccination only"
"13064","FSIP2","Vaccination",1,"Vaccination only"
"13065","FTH1P11","Vaccination",1,"Vaccination only"
"13066","FTH1P2","Vaccination",1,"Vaccination only"
"13067","FTH1P24","Vaccination",1,"Vaccination only"
"13068","FTH1P25","Vaccination",1,"Vaccination only"
"13069","FTH1P7","Vaccination",1,"Vaccination only"
"13070","FUCA1","Vaccination",1,"Vaccination only"
"13071","FUT1","Vaccination",1,"Vaccination only"
"13072","FUT3","Vaccination",1,"Vaccination only"
"13073","FXYD2","Vaccination",1,"Vaccination only"
"13074","FXYD3","Vaccination",1,"Vaccination only"
"13075","FXYD7","Vaccination",1,"Vaccination only"
"13076","FZD4","Vaccination",1,"Vaccination only"
"13077","FZD6","Vaccination",1,"Vaccination only"
"13078","GABARAPL1","Vaccination",1,"Vaccination only"
"13079","GABBR2","Vaccination",1,"Vaccination only"
"13080","GABRA1","Vaccination",1,"Vaccination only"
"13081","GABRA2","Vaccination",1,"Vaccination only"
"13082","GABRA4","Vaccination",1,"Vaccination only"
"13083","GABRA6","Vaccination",1,"Vaccination only"
"13084","GABRB1","Vaccination",1,"Vaccination only"
"13085","GABRB3","Vaccination",1,"Vaccination only"
"13086","GABRG3","Vaccination",1,"Vaccination only"
"13087","GABRP","Vaccination",1,"Vaccination only"
"13088","GABRR1","Vaccination",1,"Vaccination only"
"13089","GABRR2","Vaccination",1,"Vaccination only"
"13090","GABRR3","Vaccination",1,"Vaccination only"
"13091","GAD1","Vaccination",1,"Vaccination only"
"13092","GADL1","Vaccination",1,"Vaccination only"
"13093","GAGE10","Vaccination",1,"Vaccination only"
"13094","GAL3ST1","Vaccination",1,"Vaccination only"
"13095","GALK1","Vaccination",1,"Vaccination only"
"13096","GALNT13","Vaccination",1,"Vaccination only"
"13097","GALNT16","Vaccination",1,"Vaccination only"
"13098","GALNT17","Vaccination",1,"Vaccination only"
"13099","GALNT4","Vaccination",1,"Vaccination only"
"13100","GALNT5","Vaccination",1,"Vaccination only"
"13101","GALR1","Vaccination",1,"Vaccination only"
"13102","GAN","Vaccination",1,"Vaccination only"
"13103","GAP43","Vaccination",1,"Vaccination only"
"13104","GAPDHP22","Vaccination",1,"Vaccination only"
"13105","GAPDHP52","Vaccination",1,"Vaccination only"
"13106","GAREM1","Vaccination",1,"Vaccination only"
"13107","GARNL3","Vaccination",1,"Vaccination only"
"13108","GAS8","Vaccination",1,"Vaccination only"
"13109","GASK1A","Vaccination",1,"Vaccination only"
"13110","GASK1B-AS1","Vaccination",1,"Vaccination only"
"13111","GBX1","Vaccination",1,"Vaccination only"
"13112","GCGR","Vaccination",1,"Vaccination only"
"13113","GCK","Vaccination",1,"Vaccination only"
"13114","GCKR","Vaccination",1,"Vaccination only"
"13115","GCM1","Vaccination",1,"Vaccination only"
"13116","GCM2","Vaccination",1,"Vaccination only"
"13117","GCNT3","Vaccination",1,"Vaccination only"
"13118","GCOM1","Vaccination",1,"Vaccination only"
"13119","GDAP1L1","Vaccination",1,"Vaccination only"
"13120","GDF10","Vaccination",1,"Vaccination only"
"13121","GDF6","Vaccination",1,"Vaccination only"
"13122","GDNF","Vaccination",1,"Vaccination only"
"13123","GFAP","Vaccination",1,"Vaccination only"
"13124","GFRA1","Vaccination",1,"Vaccination only"
"13125","GFRAL","Vaccination",1,"Vaccination only"
"13126","GHET1","Vaccination",1,"Vaccination only"
"13127","GHR","Vaccination",1,"Vaccination only"
"13128","GIMAP4","Vaccination",1,"Vaccination only"
"13129","GIMAP8","Vaccination",1,"Vaccination only"
"13130","GJA3","Vaccination",1,"Vaccination only"
"13131","GJB2","Vaccination",1,"Vaccination only"
"13132","GJB5","Vaccination",1,"Vaccination only"
"13133","GJB6","Vaccination",1,"Vaccination only"
"13134","GJC1","Vaccination",1,"Vaccination only"
"13135","GJD2","Vaccination",1,"Vaccination only"
"13136","GK3P","Vaccination",1,"Vaccination only"
"13137","GLIPR1L2","Vaccination",1,"Vaccination only"
"13138","GLIS1","Vaccination",1,"Vaccination only"
"13139","GLIS2","Vaccination",1,"Vaccination only"
"13140","GLP1R","Vaccination",1,"Vaccination only"
"13141","GLP2R","Vaccination",1,"Vaccination only"
"13142","GLRA1","Vaccination",1,"Vaccination only"
"13143","GLRX5P3","Vaccination",1,"Vaccination only"
"13144","GLUD2","Vaccination",1,"Vaccination only"
"13145","GLYAT","Vaccination",1,"Vaccination only"
"13146","GLYATL1","Vaccination",1,"Vaccination only"
"13147","GLYATL2","Vaccination",1,"Vaccination only"
"13148","GM2A","Vaccination",1,"Vaccination only"
"13149","GNA15","Vaccination",1,"Vaccination only"
"13150","GNAS-AS1","Vaccination",1,"Vaccination only"
"13151","GNAT1","Vaccination",1,"Vaccination only"
"13152","GNAT2","Vaccination",1,"Vaccination only"
"13153","GNAZ","Vaccination",1,"Vaccination only"
"13154","GNB1L","Vaccination",1,"Vaccination only"
"13155","GNE","Vaccination",1,"Vaccination only"
"13156","GNG10","Vaccination",1,"Vaccination only"
"13157","GNG13","Vaccination",1,"Vaccination only"
"13158","GNG8","Vaccination",1,"Vaccination only"
"13159","GNRHR2","Vaccination",1,"Vaccination only"
"13160","GOLGA2P10","Vaccination",1,"Vaccination only"
"13161","GOLGA6C","Vaccination",1,"Vaccination only"
"13162","GOLGA6L2","Vaccination",1,"Vaccination only"
"13163","GOLGA6L23P","Vaccination",1,"Vaccination only"
"13164","GOLGA6L25","Vaccination",1,"Vaccination only"
"13165","GOLGA6L7","Vaccination",1,"Vaccination only"
"13166","GOLGA8EP","Vaccination",1,"Vaccination only"
"13167","GOLGA8G","Vaccination",1,"Vaccination only"
"13168","GOLGA8R","Vaccination",1,"Vaccination only"
"13169","GOLGA8T","Vaccination",1,"Vaccination only"
"13170","GP6","Vaccination",1,"Vaccination only"
"13171","GP9","Vaccination",1,"Vaccination only"
"13172","GPAT2P1","Vaccination",1,"Vaccination only"
"13173","GPC2","Vaccination",1,"Vaccination only"
"13174","GPD1","Vaccination",1,"Vaccination only"
"13175","GPR137C","Vaccination",1,"Vaccination only"
"13176","GPR139","Vaccination",1,"Vaccination only"
"13177","GPR141BP","Vaccination",1,"Vaccination only"
"13178","GPR143","Vaccination",1,"Vaccination only"
"13179","GPR149","Vaccination",1,"Vaccination only"
"13180","GPR152","Vaccination",1,"Vaccination only"
"13181","GPR156","Vaccination",1,"Vaccination only"
"13182","GPR160P1","Vaccination",1,"Vaccination only"
"13183","GPR160P2","Vaccination",1,"Vaccination only"
"13184","GPR161","Vaccination",1,"Vaccination only"
"13185","GPR173","Vaccination",1,"Vaccination only"
"13186","GPR182","Vaccination",1,"Vaccination only"
"13187","GPR25","Vaccination",1,"Vaccination only"
"13188","GPR26","Vaccination",1,"Vaccination only"
"13189","GPR62","Vaccination",1,"Vaccination only"
"13190","GPR75","Vaccination",1,"Vaccination only"
"13191","GPR78","Vaccination",1,"Vaccination only"
"13192","GPR83","Vaccination",1,"Vaccination only"
"13193","GPR85","Vaccination",1,"Vaccination only"
"13194","GPRASP2","Vaccination",1,"Vaccination only"
"13195","GPRC5C","Vaccination",1,"Vaccination only"
"13196","GPRIN2","Vaccination",1,"Vaccination only"
"13197","GPT","Vaccination",1,"Vaccination only"
"13198","GRAMD1A-AS1","Vaccination",1,"Vaccination only"
"13199","GRAMD1C","Vaccination",1,"Vaccination only"
"13200","GRAMD2","Vaccination",1,"Vaccination only"
"13201","GRAMD2A","Vaccination",1,"Vaccination only"
"13202","GRAMD4P3","Vaccination",1,"Vaccination only"
"13203","GRB14","Vaccination",1,"Vaccination only"
"13204","GRB7","Vaccination",1,"Vaccination only"
"13205","GREB1","Vaccination",1,"Vaccination only"
"13206","GREP1","Vaccination",1,"Vaccination only"
"13207","GRHL1","Vaccination",1,"Vaccination only"
"13208","GRIA1","Vaccination",1,"Vaccination only"
"13209","GRIA3","Vaccination",1,"Vaccination only"
"13210","GRID2IP","Vaccination",1,"Vaccination only"
"13211","GRIK1","Vaccination",1,"Vaccination only"
"13212","GRIK2","Vaccination",1,"Vaccination only"
"13213","GRIK3","Vaccination",1,"Vaccination only"
"13214","GRIK5","Vaccination",1,"Vaccination only"
"13215","GRIN1","Vaccination",1,"Vaccination only"
"13216","GRIN2B","Vaccination",1,"Vaccination only"
"13217","GRIN2D","Vaccination",1,"Vaccination only"
"13218","GRIN3B","Vaccination",1,"Vaccination only"
"13219","GRM1","Vaccination",1,"Vaccination only"
"13220","GRM2","Vaccination",1,"Vaccination only"
"13221","GRM3","Vaccination",1,"Vaccination only"
"13222","GRM5","Vaccination",1,"Vaccination only"
"13223","GRM7","Vaccination",1,"Vaccination only"
"13224","GRPEL1","Vaccination",1,"Vaccination only"
"13225","GSDME","Vaccination",1,"Vaccination only"
"13226","GSG1","Vaccination",1,"Vaccination only"
"13227","GSG2","Vaccination",1,"Vaccination only"
"13228","GSTM1","Vaccination",1,"Vaccination only"
"13229","GSTM2","Vaccination",1,"Vaccination only"
"13230","GSTT1","Vaccination",1,"Vaccination only"
"13231","GTF2IRD1","Vaccination",1,"Vaccination only"
"13232","GTSCR1","Vaccination",1,"Vaccination only"
"13233","GTSF1","Vaccination",1,"Vaccination only"
"13234","GUCY1A2","Vaccination",1,"Vaccination only"
"13235","GUCY1B3","Vaccination",1,"Vaccination only"
"13236","GULP1","Vaccination",1,"Vaccination only"
"13237","GUSBP16","Vaccination",1,"Vaccination only"
"13238","GXYLT1P3","Vaccination",1,"Vaccination only"
"13239","GYPA","Vaccination",1,"Vaccination only"
"13240","GYPE","Vaccination",1,"Vaccination only"
"13241","GZMAP1","Vaccination",1,"Vaccination only"
"13242","H1-5","Vaccination",1,"Vaccination only"
"13243","H19","Vaccination",1,"Vaccination only"
"13244","H1F0","Vaccination",1,"Vaccination only"
"13245","H2AC12","Vaccination",1,"Vaccination only"
"13246","H2AC14","Vaccination",1,"Vaccination only"
"13247","H2AL1Q","Vaccination",1,"Vaccination only"
"13248","H2AL3","Vaccination",1,"Vaccination only"
"13249","H2AZP2","Vaccination",1,"Vaccination only"
"13250","H2BC14","Vaccination",1,"Vaccination only"
"13251","H3C1","Vaccination",1,"Vaccination only"
"13252","H3C12","Vaccination",1,"Vaccination only"
"13253","H3C14","Vaccination",1,"Vaccination only"
"13254","H3C15","Vaccination",1,"Vaccination only"
"13255","H3C2","Vaccination",1,"Vaccination only"
"13256","H3C3","Vaccination",1,"Vaccination only"
"13257","H3C7","Vaccination",1,"Vaccination only"
"13258","H3P13","Vaccination",1,"Vaccination only"
"13259","H3P14","Vaccination",1,"Vaccination only"
"13260","H3P36","Vaccination",1,"Vaccination only"
"13261","HAND1","Vaccination",1,"Vaccination only"
"13262","HAP1","Vaccination",1,"Vaccination only"
"13263","HAPLN3","Vaccination",1,"Vaccination only"
"13264","HAPLN4","Vaccination",1,"Vaccination only"
"13265","HAR1B","Vaccination",1,"Vaccination only"
"13266","HAS2","Vaccination",1,"Vaccination only"
"13267","HASPIN","Vaccination",1,"Vaccination only"
"13268","HAUS1P1","Vaccination",1,"Vaccination only"
"13269","HBBP1","Vaccination",1,"Vaccination only"
"13270","HBM","Vaccination",1,"Vaccination only"
"13271","HCG14","Vaccination",1,"Vaccination only"
"13272","HCG4","Vaccination",1,"Vaccination only"
"13273","HCN1","Vaccination",1,"Vaccination only"
"13274","HCN2","Vaccination",1,"Vaccination only"
"13275","HCN4","Vaccination",1,"Vaccination only"
"13276","HDAC4-AS1","Vaccination",1,"Vaccination only"
"13277","HDHD5-AS1","Vaccination",1,"Vaccination only"
"13278","HDX","Vaccination",1,"Vaccination only"
"13279","HECW2","Vaccination",1,"Vaccination only"
"13280","HEPH","Vaccination",1,"Vaccination only"
"13281","HEPHL1","Vaccination",1,"Vaccination only"
"13282","HERC2P10","Vaccination",1,"Vaccination only"
"13283","HERC2P7","Vaccination",1,"Vaccination only"
"13284","HES6","Vaccination",1,"Vaccination only"
"13285","HEY2","Vaccination",1,"Vaccination only"
"13286","HHIP","Vaccination",1,"Vaccination only"
"13287","HHLA1","Vaccination",1,"Vaccination only"
"13288","HIC1","Vaccination",1,"Vaccination only"
"13289","HIF1A-AS1","Vaccination",1,"Vaccination only"
"13290","HIF1A-AS2","Vaccination",1,"Vaccination only"
